secteur,intersection,approche,direction_circulation,debit_total_24h,pourcentage_vehicules_lourds,annee
Aylmer,Plateau / Scouts,Ouest,Est,500,0,2018
Aylmer,Plateau / Scouts,Ouest,Ouest,500,0,2018
Aylmer,Plateau / Scouts,Nord,Sud,5400,1.8,2018
Aylmer,Plateau / Scouts,Nord,Nord,5400,1.8,2018
Aylmer,Plateau / Scouts,Est,Ouest,900,0,2018
Aylmer,Plateau / Scouts,Est,Est,900,0,2018
Aylmer,Plateau / Scouts,Sud,Nord,5300,1.8,2018
Aylmer,Plateau / Scouts,Sud,Sud,5300,1.8,2018
Aylmer,Plateau / Scouts,Ouest,Est,0,0,2018
Aylmer,Plateau / Scouts,Ouest,Ouest,0,0,2018
Aylmer,Vanier / Accès commercial,Nord,Sud,13000,5.2,2018
Aylmer,Vanier / Accès commercial,Nord,Nord,13000,5.2,2018
Aylmer,Vanier / Accès commercial,Est,Ouest,3900,1.5,2018
Aylmer,Vanier / Accès commercial,Est,Est,3900,1.5,2018
Aylmer,Vanier / Accès commercial,Sud,Nord,13900,6.5,2018
Aylmer,Vanier / Accès commercial,Sud,Sud,13900,6.5,2018
Aylmer,Vanier / Accès commercial,Nord,Sud,12000,0.7,2018
Aylmer,Vanier / Accès commercial,Nord,Nord,12000,0.7,2018
Aylmer,Vanier / Accès commercial,Est,Ouest,5500,0.3,2018
Aylmer,Vanier / Accès commercial,Est,Est,5500,0.3,2018
Aylmer,Vanier / Accès commercial,Sud,Nord,13700,1,2018
Aylmer,Vanier / Accès commercial,Sud,Sud,13700,1,2018
Aylmer,Vanier & Plateau,Nord,Sud,6600,8.5,2018
Aylmer,Vanier & Plateau,Nord,Nord,6600,8.5,2018
Aylmer,Vanier & Plateau,Est,Ouest,8800,7.3,2018
Aylmer,Vanier & Plateau,Est,Est,8800,7.3,2018
Aylmer,Vanier & Plateau,Sud,Nord,13000,5.9,2018
Aylmer,Vanier & Plateau,Sud,Sud,13000,5.9,2018
Aylmer,Vanier & Plateau,Nord,Sud,5300,1.6,2018
Aylmer,Vanier & Plateau,Nord,Nord,5300,1.6,2018
Aylmer,Vanier & Plateau,Est,Ouest,7700,1,2018
Aylmer,Vanier & Plateau,Est,Est,7700,1,2018
Aylmer,Vanier & Plateau,Sud,Nord,12100,0.8,2018
Aylmer,Vanier & Plateau,Sud,Sud,12100,0.8,2018
Gatineau,Ernest-Gaboury / Nelligan,Nord,Sud,2900,4.4,2018
Gatineau,Ernest-Gaboury / Nelligan,Nord,Nord,2900,4.4,2018
Aylmer,North,Ouest,Est,1480,7.2,2019
Aylmer,North,Est,Ouest,1770,5.4,2019
Masson-Angers,Du Progrès / de Saint-Martin,Est,Ouest,780,4.2,2019
Masson-Angers,Rue du Progrès,Ouest,Est,990,6.4,2019
Aylmer,Chemin Fraser,Ouest,Sud,2010,3.7,2019
Aylmer,Chemin Fraser,Est,Nord,2170,2.9,2019
Hull,Chemin Freeman,Ouest,Ouest,3460,6.6,2019
Hull,Chemin Freeman,Est,Est,3740,4.9,2019
Gatineau,Rue Nobert,Est,Ouest,1660,6.5,2019
Gatineau,Rue Nobert,Ouest,Est,1400,8.2,2019
Masson-Angers,Rue du Progrès,Ouest,Est,540,6.7,2019
Masson-Angers,Rue du Progrès,Est,Ouest,690,7.5,2019
Gatineau,Rue Saint-Rosaire,NA,Sud-Est,1500,4.4,2019
Gatineau,Rue Saint-Rosaire,Nord-Ouest,Sud,1500,6.4,2019
Gatineau,Rue de Monté-Carlo,Sud-Ouest,Est,2400,6.8,2019
Gatineau,Rue de Monté-Carlo,Nord-Est,Ouest,2400,5.1,2019
Gatineau,Rue Saint-Rosaire,Nord,Sud,1900,4.5,2019
Gatineau,Rue Saint-Rosaire,Sud,Nord,1900,6.7,2019
Gatineau,Rue Nobert,Nord,Sud,1080,14.6,2019
Gatineau,Rue Nobert,Sud,Nord,700,11.4,2019
Gatineau,Chemin de la Savane,Est,Ouest,5500,6,2019
Gatineau,Chemin de la Savane,Ouest,Est,5500,6,2019
Gatineau,Rue de Cannes,Sud,Nord,2600,9.2,2019
Gatineau,Rue de Cannes,Nord,Sud,2600,9.2,2019
Aylmer,Rue Front,Sud,Nord,4600,6.4,2019
Aylmer,Rue Front,Nord,Sud,4600,12.9,2019
Gatineau,Rue Ernest-Gaboury,Nord,Sud,2800,8.7,2019
Gatineau,Rue Ernest-Gaboury,Sud,Nord,2800,9.3,2019
Aylmer,Rue Coleman,Sud-Est,Nord-Ouest,200,7.3,2019
Aylmer,Rue Coleman,Nord-Ouest,Sud-Est,200,7.3,2019
Aylmer,Rue du Chablis,Sud,Nord,1500,3.2,2019
Aylmer,Rue du Chablis,Nord,Sud,1500,5.2,2019
Hull,Montclair,Est,Ouest,2300,12.5,2019
Hull,Montclair,Ouest,Est,2300,12.5,2019
Gatineau,Rue A.-Gibeault,Est,Ouest,2900,7.2,2019
Gatineau,Rue A.-Gibeault,Ouest,Est,2900,7.2,2019
Gatineau,Rue Davidson ouest,Est,Ouest,5000,6.8,2019
Gatineau,Rue Davidson ouest,Ouest,Est,5000,6.8,2019
Gatineau,Rue Joseph-Demontigny,Est,Ouest,700,11.7,2019
Gatineau,Rue Joseph-Demontigny,Ouest,Est,700,11.1,2019
Gatineau,Rue Laviolette,Nord,Sud,800,8.3,2019
Gatineau,Rue Laviolette,Sud,Nord,800,8.3,2019
Gatineau,Rue Sainte-Rose,Ouest,Est,2400,9.5,2019
Gatineau,Rue Sainte-Rose,Est,Ouest,2400,9.5,2019
Masson-Angers,Chemin de Montréal ouest,Ouest,Est,7100,13.7,2019
Masson-Angers,Chemin de Montréal ouest,Est,Ouest,7100,13.7,2019
Buckingham,Rue Édouard-Charles-Croteau,Ouest,Est,300,8.4,2019
Buckingham,Rue Édouard-Charles-Croteau,Est,Ouest,300,8.4,2019
Gatineau,Rue de Pradet,Est,Ouest,500,11,2019
Gatineau,Rue de Pradet,Ouest,Est,500,11,2019
Gatineau,Rue de Callière,Nord,Sud,400,11.3,2019
Gatineau,Rue de Callière,Sud,Nord,400,11.3,2019
Gatineau,Chemin des Érable,Nord,Sud,3400,7,2019
Gatineau,Chemin des Érables,Sud,Nord,3400,7,2019
Gatineau,Chemin Lebaudy,Sud,Nord,3400,7,2019
Gatineau,Chemin Lebaudy,Nord,Sud,3400,7,2019
Hull,Boulevard du Mont-Bleu,Est,Ouest,6200,10.6,2019
Hull,Boulevard du Mont-Bleu,Ouest,Est,6200,10.6,2019
Aylmer,Chemin Vanier,Nord,Sud,4400,7.4,2019
Aylmer,Chemin Vanier,Sud,Nord,4400,7.4,2019
Aylmer,Rue Émile-Zola,Nord,Sud,100,10.6,2019
Aylmer,Rue Émile-Zola,Sud,Nord,100,10.6,2019
Aylmer,Rue de la Croissée,Ouest,Est,600,8.2,2019
Aylmer,Rue de la Croisée,Est,Ouest,600,8.2,2019
Aylmer,Rue Lake,Nord,Sud,600,21.4,2019
Aylmer,Rue Lake,Sud,Nord,600,21.4,2019
Aylmer,Wilfrid-Lavigne,Sud,Nord,4200,6.7,2019
Aylmer,Wilfrid-Lavigne,Nord,Sud,4200,6.7,2019
Aylmer,Rue Forest,Nord,Sud,100,12.4,2019
Aylmer,Rue Forest,Sud,Nord,100,12.4,2019
Aylmer,Rue Nelson,Est,Ouest,200,13.9,2019
Aylmer,Rue Nelson,Ouest,Est,200,13.9,2019
Gatineau,Rue Poirier,Sud,Nord,200,18.9,2019
Gatineau,Rue Poirier,Nord,Sud,200,18.9,2019
Gatineau,Rue de Salernes,Est,Ouest,300,11.3,2019
Gatineau,Rue de Salernes,Ouest,Est,300,11.3,2019
Gatineau,Rue de Grenoble,Sud,Nord,500,7.8,2019
Gatineau,Rue de Grenoble,Nord,Sud,500,7.8,2019
Gatineau,Rue Henri-Dunant,Sud,Nord,300,9.5,2019
Gatineau,Rue Henri-Dunant,Nord,Sud,300,9.5,2019
Gatineau,Rue Royal-Brassard,Sud,Nord,500,7.9,2019
Gatineau,Rue Royal-Brassard,Nord,Sud,500,7.9,2019
Gatineau,Chemin de Bellechasse,Ouest,Est,5200,6.8,2019
Gatineau,Chemin de Bellechasse,Est,Ouest,5200,6.8,2019
Aylmer,Rue Jean-De La Fontaine,Sud,Nord,1100,7.5,2019
Aylmer,Rue Jean-De La Fontaine,Nord,Sud,1100,7.5,2019
Hull,Rue Saint-Jean-Bosco,Ouest,Est,2800,5.1,2019
Hull,Rue Saint-Jean-Bosco,Est,Ouest,2800,5.1,2019
Buckingham,Rue Joseph,Ouest,Est,4000,13.9,2019
Buckingham,Rue Joseph,Est,Ouest,4000,13.9,2019
Gatineau,Rue Main,Nord,Sud,12500,2.9,2019
Gatineau,Rue Main,Sud,Nord,12500,2.9,2019
Hull,Rue Saint-Rédempteur,Nord,Sud,4100,6,2019
Hull,Rue Saint-Rédempteur,Nord,Sud,4100,6,2019
Aylmer,Rue du Verger,Est,Ouest,2600,6.5,2019
Aylmer,Rue du Verger,Ouest,Est,2600,6.5,2019
Gatineau,Boulevard Hurtubise,Est,Ouest,300,12.9,2019
Gatineau,Boulevard Hurtubise,Ouest,Est,300,12.9,2019
Gatineau,Boulevard Hurtubise,Est,Ouest,800,8.7,2019
Gatineau,Boulevard Hurtubise,Ouest,Est,800,8.7,2019
Gatineau,Boulevard Hurtubise,Est,Ouest,700,7.5,2019
Gatineau,Boulevard Hurtubise,Ouest,Est,700,5.5,2019
Gatineau,Boulevard Hurtubise,Est,Ouest,700,8.1,2019
Gatineau,Boulevard Hurtubise,Ouest,Est,700,8.1,2019
Gatineau,Boulevard Hurtubise,Est,Ouest,300,6.4,2019
Gatineau,Boulevard Hurtubise,Ouest,Est,300,6.4,2019
Masson-Angers,Rue des Bernaches,Sud,Nord,100,5.1,2019
Masson-Angers,Rue des Bernaches,Nord,Sud,100,5.1,2019
Buckingham,Rue Bertrand,Nord,Sud,1800,8,2019
Buckingham,Rue Bertrand,Sud,Nord,1800,8,2019
Buckingham,Rue Bertrand,Est,Ouest,4200,7.2,2019
Buckingham,Rue Bertrand,Ouest,Est,4200,7.2,2019
Masson-Angers,Rue des Samares,Sud,Nord,600,6.9,2019
Masson-Angers,Rue des Samares,Nord,Sud,600,6.9,2019
Buckingham,Rue Churchill,Est,Ouest,710,9.7,2019
Buckingham,Rue Churchill,Ouest,Est,830,8.8,2019
Gatineau,Rue Clermont,Sud,Nord,500,6.5,2019
Gatineau,Rue Clermont,Nord,Sud,500,6.5,2019
Gatineau,Rue Iberville,Est,Ouest,300,9.3,2019
Gatineau,Rue Iberville,Ouest,Est,300,9.3,2019
Gatineau,Boulevard La Vérendrye Ouest,Ouest,Est,31600,4.4,2019
Gatineau,Boulevard La Vérendrye ouest,Est,Ouest,31600,4.4,2019
Gatineau,Rue du Sommelier,Ouest,Est,400,23.8,2019
Gatineau,Rue du Sommelier,Est,Ouest,400,23.8,2019
Gatineau,Rue du Sommelier,Sud,Nord,200,38.9,2019
Gatineau,Rue du Sommelier,Nord,Sud,200,38.9,2019
Gatineau,Rue du Sommelier,Ouest,Est,200,44.2,2019
Gatineau,Rue du Sommelier,Est,Ouest,200,44.2,2019
Gatineau,Chemin Lebaudy,Nord,Sud,1700,11.4,2019
Gatineau,Chemin Lebaudy,Sud,Nord,1700,11.4,2019
Gatineau,Rue de Saint-Vallier,Est,Ouest,800,11.4,2019
Gatineau,Rue de Saint-Vallier,Ouest,Est,800,11.4,2019
Aylmer,Chemin Perry,Nord,Sud,1100,6,2019
Aylmer,Chemin Perry,Sud,Nord,1100,6,2019
Aylmer,Chemin Cook,Ouest,Est,600,4.6,2019
Aylmer,Chemin Cook,Est,Ouest,600,4.6,2019
Aylmer,Rue du Renard,Ouest,Est,200,5.9,2019
Aylmer,Rue du Renard,Est,Ouest,200,5.9,2019
Aylmer,Rue d'AUgusta,Nord,Sud,700,5.5,2019
Aylmer,Rue d'AUgusta,Sud,Nord,700,5.5,2019
Aylmer,Chemin Allen,Nord,Sud,6400,2.4,2019
Aylmer,Chemin Allen,Sud,Nord,6400,2.4,2019
Aylmer,Rue Victor-Beaudry,Nord,Sud,2500,4.6,2019
Aylmer,Rue Victor-Beaudry,Sud,Nord,2500,4.6,2019
Aylmer,Rue Félix-Leclerc,Nord,Sud,500,13.4,2019
Aylmer,Rue Félix-Leclerc,Sud,Nord,500,13.4,2019
Hull,Rue Duquesne,Ouest,Est,1000,4.5,2019
Aylmer,Boulevard Lucerne,Est,Ouest,9000,8.1,2019
Aylmer,Boulevard Lucerne,Ouest,Est,9000,8.1,2019
Aylmer,Rue Adélard-Sauvé,Ouest,Est,100,5.3,2019
Aylmer,Adelard-Sauvé,NA,Ouest,200,6.9,2020
Aylmer,Adelard-Sauvé,NA,Est,200,6.9,2020
Aylmer,Arbutus,NA,Ouest,300,27.4,2020
Aylmer,Arbutus,NA,Est,300,27.4,2020
Aylmer,Arthur-Croteau,NA,Ouest,1000,10,2020
Aylmer,Arthur-Croteau,NA,Est,1000,10,2020
Aylmer,Bagot,NA,Ouest,1400,10.7,2020
Aylmer,Bagot,NA,Est,1400,10.7,2020
Aylmer,Beaulac,NA,Nord,1100,10.3,2020
Aylmer,Beaulac,NA,Sud,1100,10.3,2020
Aylmer,Beaupré,NA,Nord,400,14.4,2020
Aylmer,Beaupré,NA,Sud,400,14.4,2020
Aylmer,Bordeaux,NA,Sud,2300,7,2020
Aylmer,Bordeaux,NA,Nord,2300,7,2020
Aylmer,Bordeaux,NA,Nord,2600,6.8,2020
Aylmer,Bordeaux,NA,Sud,2600,6.8,2020
Aylmer,Broad,NA,Sud,4000,4.4,2020
Aylmer,Broad,NA,Nord,4000,4.4,2020
Aylmer,Broad,NA,Sud,2100,7.2,2020
Aylmer,Broad,NA,Nord,2100,7.2,2020
Aylmer,Chablis,NA,Nord,1300,3.7,2020
Aylmer,Chablis,NA,Sud,1300,3.7,2020
Aylmer,Cook,NA,Ouest,600,8.7,2020
Aylmer,Cook,NA,Est,600,8.7,2020
Aylmer,Court,NA,Nord,200,2.5,2020
Aylmer,Court,NA,Sud,200,2.5,2020
Aylmer,Elizabeth,NA,Sud,1000,3.8,2020
Aylmer,Elizabeth,NA,Nord,1000,3.8,2020
Aylmer,Front,NA,Sud,5300,7.7,2020
Aylmer,Front,NA,Nord,5300,7.7,2020
Aylmer,Front,NA,Sud,4900,6.5,2020
Aylmer,Front,NA,Nord,4900,6.5,2020
Aylmer,Front,NA,Sud,4400,4.6,2020
Aylmer,Front,NA,Nord,4400,4.6,2020
Aylmer,Grande-Allée,NA,Sud,400,12.2,2020
Aylmer,Grande-Allée,NA,Nord,400,12.2,2020
Aylmer,Hautes-Rives,NA,Nord,600,4.2,2020
Aylmer,Hautes-Rives,NA,Sud,600,4.2,2020
Aylmer,Hautes-Rives,NA,Nord,1000,6.7,2020
Aylmer,Hautes-Rives,NA,Sud,1000,6.7,2020
Aylmer,Lattion,NA,Sud,2000,7.5,2020
Aylmer,Lattion,NA,Nord,2000,7.5,2020
Aylmer,Lattion,NA,Ouest,3100,4.4,2020
Aylmer,Lattion,NA,Est,3100,4.4,2020
Aylmer,Lord-Aylmer,NA,Ouest,2100,4,2020
Aylmer,Lord-Aylmer,NA,Est,2100,4,2020
Aylmer,Lord-Aylmer,NA,Ouest,2400,6.3,2020
Aylmer,Lord-Aylmer,NA,Est,2400,6.3,2020
Aylmer,Prentiss,NA,Sud,200,6,2020
Aylmer,Prentiss,NA,Nord,200,6,2020
Aylmer,Principale,NA,Ouest,4600,5.3,2020
Aylmer,Principale,NA,Est,4600,5.3,2020
Aylmer,Queen's Park,NA,Ouest,500,6.6,2020
Aylmer,Queen's Park,NA,Est,500,6.6,2020
Aylmer,Riverview,NA,Nord,200,11.2,2020
Aylmer,Riverview,NA,Sud,200,11.2,2020
Aylmer,Robert-Wright,NA,Ouest,400,8,2020
Aylmer,Robert-Wright,NA,Est,400,8,2020
Aylmer,Thomas,NA,Ouest,400,6.4,2020
Aylmer,Thomas,NA,Est,400,6.4,2020
Aylmer,Woods,NA,Sud,500,5.1,2020
Aylmer,Woods,NA,Nord,500,5.1,2020
Aylmer,Avenue de la Colline,NA,Sud,2000,7.4,2020
Aylmer,Avenue de la Colline,NA,Nord,2000,7.4,2020
Aylmer,Beaumont,NA,Sud,300,11.6,2020
Aylmer,Beaumont,NA,Sud,400,8.4,2020
Aylmer,Beaumont,NA,Nord,400,8.4,2020
Aylmer,Beaumont,NA,Nord,300,11.6,2020
Aylmer,Bretagne,NA,Sud,500,15.5,2020
Aylmer,Bretagne,NA,Nord,500,15.5,2020
Aylmer,Christophe-Colomb,NA,Ouest,400,2.7,2020
Aylmer,Christophe-Colomb,NA,Est,400,2.7,2020
Aylmer,Jean-Louis-Morin,NA,Est,200,1.8,2020
Aylmer,Jean-Louis-Morin,NA,Ouest,200,1.8,2020
Aylmer,John-Egan,NA,Nord,500,8.2,2020
Aylmer,John-Egan,NA,Sud,500,8.2,2020
Aylmer,Klock,NA,Nord,4800,9.3,2020
Aylmer,Klock,NA,Sud,4800,9.3,2020
Aylmer,LaCasse,NA,Nord,200,6.6,2020
Aylmer,LaCasse,NA,Sud,200,6.6,2020
Aylmer,Maurice-Martel,NA,Ouest,100,8,2020
Aylmer,Maurice-Martel,NA,Est,100,8,2020
Aylmer,North,NA,Ouest,2300,6.7,2020
Aylmer,North,NA,Est,2300,6.7,2020
Aylmer,North,NA,Est,2900,1.8,2020
Aylmer,North,NA,Ouest,2900,1.8,2020
Aylmer,North,NA,Est,2900,1.8,2020
Aylmer,North,NA,Ouest,2900,1.8,2020
Aylmer,Ours-Noir,NA,Sud,500,13.9,2020
Aylmer,Ours-Noir,NA,Nord,600,10.4,2020
Aylmer,Ours-Noir,NA,Sud,600,10.4,2020
Aylmer,Ours-Noir,NA,Nord,500,13.9,2020
Aylmer,Raton-laveur,NA,Nord,1300,11.9,2020
Aylmer,Raton-laveur,NA,Sud,1300,11.9,2020
Aylmer,Rédemptoriste,NA,Est,700,5.7,2020
Aylmer,Rédemptoriste,NA,Ouest,700,5.7,2020
Aylmer,Thuyas,NA,Nord,600,9.4,2020
Aylmer,Thuyas,NA,Sud,600,9.4,2020
Aylmer,Tilleuls,NA,Ouest,800,5.8,2020
Aylmer,Tilleuls,NA,Est,800,5.8,2020
Aylmer,Vallon,NA,Sud,1100,14.5,2020
Aylmer,Vallon,NA,Nord,1100,14.5,2020
Aylmer,Verger,NA,Est,2800,2.4,2020
Aylmer,Verger,NA,Ouest,2800,2.4,2020
Aylmer,Verger,NA,Est,1900,2.1,2020
Aylmer,Verger,NA,Est,1900,3.5,2020
Aylmer,Verger,NA,Ouest,1900,2.1,2020
Aylmer,Verger,NA,Ouest,1900,3.5,2020
Aylmer,Wilfrid-Lavigne,NA,Nord,6300,2.8,2020
Aylmer,Wilfrid-Lavigne,NA,Sud,6300,2.8,2020
Aylmer,Arthur-Quesnel,NA,Nord,300,9.2,2020
Aylmer,Arthur-Quesnel,NA,Sud,300,9.2,2020
Aylmer,Atholl-Doune,NA,Nord,200,13.9,2020
Aylmer,Atholl-Doune,NA,Sud,200,13.9,2020
Aylmer,Atholl-Doune,NA,Nord,1000,5.8,2020
Aylmer,Atholl-Doune,NA,Sud,1000,5.8,2020
Aylmer,Attikamek,NA,Ouest,2500,1.5,2020
Aylmer,Attikamek,NA,Est,2500,1.5,2020
Aylmer,Elgin,NA,Ouest,800,13.6,2020
Aylmer,Elgin,NA,Est,800,13.6,2020
Aylmer,Foley,NA,Nord,300,7,2020
Aylmer,Foley,NA,Sud,300,7,2020
Aylmer,Gérald-Dubois,NA,Nord,200,6.2,2020
Aylmer,Gérald-Dubois,NA,Nord,200,3.2,2020
Aylmer,Gérald-Dubois,NA,Sud,200,6.2,2020
Aylmer,Gérald-Dubois,NA,Sud,200,3.2,2020
Aylmer,Glenwood,NA,Est,600,6.1,2020
Aylmer,Glenwood,NA,Ouest,600,6.1,2020
Aylmer,Guilford-Booth,NA,Nord,300,8.7,2020
Aylmer,Guilford-Booth,NA,Sud,300,8.7,2020
Aylmer,Jean-Gascon,NA,Nord,100,15.6,2020
Aylmer,Jean-Gascon,NA,Sud,100,15.6,2020
Aylmer,Lionel-Renaud,NA,Sud,300,9.9,2020
Aylmer,Lionel-Renaud,NA,Nord,300,9.9,2020
Aylmer,Lucerne,NA,Ouest,11600,3.8,2020
Aylmer,Lucerne,NA,Est,11600,3.8,2020
Aylmer,McConnell,NA,Ouest,4700,2.8,2020
Aylmer,McConnell,NA,Est,4700,2.8,2020
Aylmer,Robert-Stewart,NA,Nord,1000,7.1,2020
Aylmer,Robert-Stewart,NA,Sud,1000,7.1,2020
Aylmer,Vanier,NA,Nord,8500,6.9,2020
Aylmer,Vanier,NA,Sud,8500,6.9,2020
Aylmer,Victor-Beaudry,NA,Nord,1400,2.6,2020
Aylmer,Victor-Beaudry,NA,Sud,1400,2.6,2020
Aylmer,Victor-Beaudry,NA,Nord,2000,5.8,2020
Aylmer,Victor-Beaudry,NA,Sud,2000,5.8,2020
Aylmer,Art-Moderne,NA,Ouest,300,5.6,2020
Aylmer,Art-Moderne,NA,Est,300,5.6,2020
Aylmer,Atmosphère,NA,Nord,1600,5.1,2020
Aylmer,Atmosphère,NA,Sud,1600,5.1,2020
Hull,Millar & Hadley,Nord,Sud,700,10.4,2021
Hull,Millar & Hadley,Nord,Nord,700,10.4,2021
Hull,Millar & Hadley,Est,Ouest,100,9.8,2021
Hull,Millar & Hadley,Est,Est,100,9.8,2021
Hull,Millar & Hadley,Sud,Nord,500,6.8,2021
Hull,Millar & Hadley,Sud,Sud,500,6.8,2021
Hull,Millar & Hadley,Ouest,Est,400,6.6,2021
Hull,Millar & Hadley,Ouest,Ouest,400,6.6,2021
Gatineau,Lafrance & Nobert,Nord,Sud,100,5.8,2021
Gatineau,Lafrance & Nobert,Nord,Nord,100,5.8,2021
Gatineau,Lafrance & Nobert,Est,Ouest,2500,5.8,2021
Gatineau,Lafrance & Nobert,Est,Est,2500,5.8,2021
Gatineau,Lafrance & Nobert,Sud,Nord,2300,1.4,2021
Gatineau,Lafrance & Nobert,Sud,Sud,2300,1.4,2021
Gatineau,Lafrance & Nobert,Ouest,Est,2700,5.7,2021
Gatineau,Lafrance & Nobert,Ouest,Ouest,2700,5.7,2021
Aylmer,Front & Raton-Laveur (1er comptage),Nord,Sud,1400,5.2,2021
Aylmer,Front & Raton-Laveur (1er comptage),Nord,Nord,1400,5.2,2021
Aylmer,Front & Raton-Laveur (1er comptage),Est,Ouest,2100,6.8,2021
Aylmer,Front & Raton-Laveur (1er comptage),Est,Est,2100,6.8,2021
Aylmer,Front & Raton-Laveur (1er comptage),Sud,Nord,0,0,2021
Aylmer,Front & Raton-Laveur (1er comptage),Sud,Sud,0,0,2021
Aylmer,Front & Raton-Laveur (1er comptage),Ouest,Est,1700,6.2,2021
Aylmer,Front & Raton-Laveur (1er comptage),Ouest,Ouest,1700,6.2,2021
Hull,Wright & Taylor,Nord,Sud,100,7.7,2021
Hull,Wright & Taylor,Nord,Nord,100,7.7,2021
Hull,Wright & Taylor,Est,Ouest,200,4.6,2021
Hull,Wright & Taylor,Est,Est,200,4.6,2021
Hull,Wright & Taylor,Sud,Nord,0,0,2021
Hull,Wright & Taylor,Sud,Sud,0,0,2021
Hull,Wright & Taylor,Ouest,Est,100,1.4,2021
Hull,Wright & Taylor,Ouest,Ouest,100,1.4,2021
Gatineau,Lebaudy & Le Gallois,Nord,Sud,100,3.3,2021
Gatineau,Lebaudy & Le Gallois,Nord,Nord,100,3.3,2021
Gatineau,Lebaudy & Le Gallois,Est,Ouest,2000,9.2,2021
Gatineau,Lebaudy & Le Gallois,Est,Est,2000,9.2,2021
Gatineau,Lebaudy & Le Gallois,Sud,Nord,2200,7,2021
Gatineau,Lebaudy & Le Gallois,Sud,Sud,2200,7,2021
Gatineau,Lebaudy & Le Gallois,Ouest,Est,300,2,2021
Gatineau,Lebaudy & Le Gallois,Ouest,Ouest,300,2,2021
Aylmer,Front & Raton-Laveur (2ième comptage),Nord,Sud,3000,4.6,2021
Aylmer,Front & Raton-Laveur (2ième comptage),Nord,Nord,3000,4.6,2021
Aylmer,Front & Raton-Laveur (2ième comptage),Est,Ouest,3200,6.8,2021
Aylmer,Front & Raton-Laveur (2ième comptage),Est,Est,3200,6.8,2021
Aylmer,Front & Raton-Laveur (2ième comptage),Sud,Nord,0,0,2021
Aylmer,Front & Raton-Laveur (2ième comptage),Sud,Sud,0,0,2021
Aylmer,Front & Raton-Laveur (2ième comptage),Ouest,Est,2900,6.9,2021
Aylmer,Front & Raton-Laveur (2ième comptage),Ouest,Ouest,2900,6.9,2021
Gatineau,Nobert & Sauternes,Nord,Sud,1300,1.6,2021
Gatineau,Nobert & Sauternes,Nord,Nord,1300,1.6,2021
Gatineau,Nobert & Sauternes,Est,Ouest,4600,3.5,2021
Gatineau,Nobert & Sauternes,Est,Est,4600,3.5,2021
Gatineau,Nobert & Sauternes,Sud,Nord,400,0,2021
Gatineau,Nobert & Sauternes,Sud,Sud,400,0,2021
Gatineau,Nobert & Sauternes,Ouest,Est,5100,3.4,2021
Gatineau,Nobert & Sauternes,Ouest,Ouest,5100,3.4,2021
Gatineau,Paquette & D'Aoust,Nord,Sud,2100,1.2,2021
Gatineau,Paquette & D'Aoust,Nord,Nord,2100,1.2,2021
Gatineau,Paquette & D'Aoust,Est,Ouest,1000,2,2021
Gatineau,Paquette & D'Aoust,Est,Est,1000,2,2021
Gatineau,Paquette & D'Aoust,Sud,Nord,700,2.1,2021
Gatineau,Paquette & D'Aoust,Sud,Sud,700,2.1,2021
Gatineau,Paquette & D'Aoust,Ouest,Est,2600,1.6,2021
Gatineau,Paquette & D'Aoust,Ouest,Ouest,2600,1.6,2021
Hull,Chemin de la Montagne & Grives,Nord,Sud,0,0,2021
Hull,Chemin de la Montagne & Grives,Nord,Nord,0,0,2021
Hull,Chemin de la Montagne & Grives,Est,Ouest,4600,3,2021
Hull,Chemin de la Montagne & Grives,Est,Est,4600,3,2021
Hull,Chemin de la Montagne & Grives,Sud,Nord,2300,2.3,2021
Hull,Chemin de la Montagne & Grives,Sud,Sud,2300,2.3,2021
Hull,Chemin de la Montagne & Grives,Ouest,Est,4500,2.7,2021
Hull,Chemin de la Montagne & Grives,Ouest,Ouest,4500,2.7,2021
Aylmer,Eardley & Édouard-Gagnon,Nord,Sud,300,1.9,2021
Aylmer,Eardley & Édouard-Gagnon,Nord,Nord,300,1.9,2021
Aylmer,Eardley & Édouard-Gagnon,Est,Ouest,7200,3.4,2021
Aylmer,Eardley & Édouard-Gagnon,Est,Est,7200,3.4,2021
Aylmer,Eardley & Édouard-Gagnon,Sud,Nord,1000,1.6,2021
Aylmer,Eardley & Édouard-Gagnon,Sud,Sud,1000,1.6,2021
Aylmer,Eardley & Édouard-Gagnon,Ouest,Est,6600,3.5,2021
Aylmer,Eardley & Édouard-Gagnon,Ouest,Ouest,6600,3.5,2021
Aylmer,Raoul-Roy & Brook,Nord,Sud,1500,5.2,2021
Aylmer,Raoul-Roy & Brook,Nord,Nord,1500,5.2,2021
Aylmer,Raoul-Roy & Brook,Est,Ouest,1400,5.4,2021
Aylmer,Raoul-Roy & Brook,Est,Est,1400,5.4,2021
Aylmer,Raoul-Roy & Brook,Sud,Nord,500,0.8,2021
Aylmer,Raoul-Roy & Brook,Sud,Sud,500,0.8,2021
Aylmer,Raoul-Roy & Brook,Ouest,Est,0,0,2021
Aylmer,Raoul-Roy & Brook,Ouest,Ouest,0,0,2021
Hull,Louise-Campagna & Cygnes,Nord,Sud,100,10,2021
Hull,Louise-Campagna & Cygnes,Nord,Nord,100,10,2021
Hull,Louise-Campagna & Cygnes,Est,Ouest,4000,5,2021
