ID_Variable;QUOTE_DATE;SEASON;Quarter;MONTH;VEHICLE_YEAR;VEHICLE_MAKE;VEHICLE_MODEL;VEHICLE_TYPE;ANNUAL_KM;COMMUTE_DISTANCE;VEHICLE_USE;FSA_CODE;REGIONAL_AREA;MARITAL_STATUS;GENDER;MULTI_PRODUCT;YEARS_LICENSED;YEAR_OF_BIRTH;AGE;GENERATION;IS_BOUND;IS_BOUND_BINARY
40028033;02/05/2016;Spring;Q2;May;2013;VOLKSWAGEN;JETTA;CAR;30000;20;Commute;P0S;Northern Ontario;Married;Female;No;11;1987;29;Gen Y;Not Bound;0
40028034;02/05/2016;Spring;Q2;May;2013;NISSAN;SENTRA;CAR;15000;5;Commute;B6L;Nova Scotia;Single;Female;Yes;48;1949;67;Baby Boomers;Not Bound;0
40028035;02/05/2016;Spring;Q2;May;2007;TOYOTA;COROLLA;CAR;10000;;Pleasure;K0C;Eastern Ontario;Married;Male;Yes;7;1992;24;Gen Y;Not Bound;0
40028036;02/05/2016;Spring;Q2;May;2001;BMW;3 series;CAR;8000;10;Commute;L4E;Central Ontario;Single;Male;No;8;1990;26;Gen Y;Not Bound;0
40028037;02/05/2016;Spring;Q2;May;2014;TOYOTA;COROLLA;CAR;20000;16;Commute;C0B;Prince Edward Island;Married;Female;No;26;1970;46;Gen X;Not Bound;0
40028038;02/05/2016;Spring;Q2;May;2007;DODGE;CARAVAN;VAN;20000;16;Commute;L8H;Central Ontario;Married;Female;Yes;33;1966;50;Gen X;Not Bound;0
40028039;02/05/2016;Spring;Q2;May;2005;ACURA;TSX;CAR;20000;15;Commute;E8T;New Brunswick;Married;Female;No;15;1980;36;Gen Y;Not Bound;0
40028040;02/05/2016;Spring;Q2;May;2012;FORD;ECONOLINE;VAN;20000;15;Commute;L6X;Central Ontario;Married;Male;Yes;15;1971;45;Gen X;Not Bound;0
40028041;02/05/2016;Spring;Q2;May;1999;HONDA;ACCORD;CAR;10000;;Pleasure;A0K;Newfoundland and Labrador;Married;Male;Yes;40;1945;71;Traditionalist;Not Bound;0
40028042;02/05/2016;Spring;Q2;May;2008;DODGE;RAM;TRUCK;20000;10;Commute;K0K;Eastern Ontario;Single;Male;No;27;1972;44;Gen X;Not Bound;0
40028043;02/05/2016;Spring;Q2;May;2009;INFINITI;G-SERIES;SPORTS CAR;15000;60;Commute;N1K;Southwestern Ontario;Single;Male;Yes;4;1988;28;Gen Y;Not Bound;0
40028044;02/05/2016;Spring;Q2;May;2016;TOYOTA;COROLLA;CAR;10000;;Pleasure;N3B;Southwestern Ontario;Single;Female;Yes;51;1946;70;Baby Boomers;Not Bound;0
40028045;02/05/2016;Spring;Q2;May;2016;MERCEDES BENZ;GLE;CAR;7000;;Pleasure;L4B;Central Ontario;Married;Male;No;2;1960;56;Baby Boomers;Not Bound;0
40028046;02/05/2016;Spring;Q2;May;2013;TOYOTA;SIENNA;VAN;15000;50;Commute;A2H;Newfoundland and Labrador;Married;Male;No;26;1973;43;Gen X;Not Bound;0
40028047;02/05/2016;Spring;Q2;May;2010;CHEVROLET;SILVERADO;TRUCK;20000;12;Commute;K0J;Eastern Ontario;Married;Male;Yes;34;1962;54;Baby Boomers;Not Bound;0
40028048;02/05/2016;Spring;Q2;May;2015;GMC;SIERRA;TRUCK;15000;5;Commute;P0B;Northern Ontario;Married;Male;Yes;19;1980;36;Gen Y;Not Bound;0
40028049;02/05/2016;Spring;Q2;May;2014;MAZDA;MAZDA3;CAR;8000;58;Commute;B3M;Nova Scotia;Single;Female;No;2;1981;35;Gen Y;Not Bound;0
40028050;02/05/2016;Spring;Q2;May;2014;BMW;X6;CAR;20000;15;Commute;L6A;Central Ontario;Married;Male;Yes;12;1973;43;Gen X;Not Bound;0
40028051;02/05/2016;Spring;Q2;May;1984;FORD;F-150;TRUCK;20000;16;Commute;L0R;Central Ontario;Single;Male;No;3;1994;22;Gen Y;Not Bound;0
40028052;02/05/2016;Spring;Q2;May;2014;CHEVROLET;SILVERADO;TRUCK;20000;11;Commute;B2S;Nova Scotia;Married;Male;Yes;31;1968;48;Gen X;Not Bound;0
40028053;02/05/2016;Spring;Q2;May;2008;CHEVROLET;UPLANDER;CAR;12000;12;Commute;E4L;New Brunswick;Married;Female;Yes;25;1975;41;Gen X;Not Bound;0
40028054;02/05/2016;Spring;Q2;May;2010;MAZDA;MAZDA3;CAR;15000;5;Commute;A1A;Newfoundland and Labrador;Married;Female;Yes;49;1936;80;Traditionalist;Not Bound;0
40028055;02/05/2016;Spring;Q2;May;2011;DODGE;CARAVAN;VAN;7000;;Pleasure;N5H;Southwestern Ontario;Married;Female;Yes;12;1987;29;Gen Y;Not Bound;0
40028056;02/05/2016;Spring;Q2;May;2005;CHEVROLET;VENTURE;VAN;12000;10;Commute;N7L;Southwestern Ontario;Single;Male;No;2;1972;44;Gen X;Not Bound;0
40028057;02/05/2016;Spring;Q2;May;2002;JEEP;GRAND CHEROKEE;CAR;10000;;Pleasure;Y0B;Yukon;Single;Female;No;5;1993;23;Gen Y;Not Bound;0
40028058;02/05/2016;Spring;Q2;May;2014;HYUNDAI;ACCENT;CAR;25000;100;Commute;A1S;Newfoundland and Labrador;Married;Male;Yes;21;1976;40;Gen X;Not Bound;0
40028059;02/05/2016;Spring;Q2;May;2005;NISSAN;SENTRA;CAR;20000;6;Commute;A1N;Newfoundland and Labrador;Single;Female;No;0;1996;20;Gen Z;Not Bound;0
40028060;02/05/2016;Spring;Q2;May;2005;FORD;ESCAPE;CAR;10000;;Pleasure;L7A;Central Ontario;Separated;Female;Yes;49;1947;69;Baby Boomers;Not Bound;0
40028061;02/05/2016;Spring;Q2;May;2005;HONDA;CR-V;CAR;20000;25;Commute;K1J;Eastern Ontario;Married;Female;Yes;44;1952;64;Baby Boomers;Not Bound;0
40028062;02/05/2016;Spring;Q2;May;2016;NISSAN;ROGUE;CAR;20000;17;Commute;M1V;Metropolitan Toronto;Single;Male;Yes;5;1989;27;Gen Y;Not Bound;0
40028063;02/05/2016;Spring;Q2;May;2014;TOYOTA;COROLLA;CAR;10000;;Pleasure;N2A;Southwestern Ontario;Married;Female;Yes;54;1941;75;Traditionalist;Not Bound;0
40028064;02/05/2016;Spring;Q2;May;2013;HYUNDAI;ELANTRA;CAR;20000;15;Commute;L1N;Central Ontario;Single;Female;No;3;1989;27;Gen Y;Not Bound;0
40028065;02/05/2016;Spring;Q2;May;2014;AUDI;A5;CAR;4000;;Pleasure;K2J;Eastern Ontario;Single;Male;Yes;10;1989;27;Gen Y;Not Bound;0
40028066;02/05/2016;Spring;Q2;May;2015;HARLEY DAVIDSON;FLHX ;OTHERS;5000;;Pleasure;B3T;Nova Scotia;Separated;Male;No;26;1970;46;Gen X;Not Bound;0
40028067;02/05/2016;Spring;Q2;May;2016;NISSAN;MURANO;CAR;10000;;Pleasure;M1W;Metropolitan Toronto;Single;Female;Yes;7;1989;27;Gen Y;Not Bound;0
40028068;02/05/2016;Spring;Q2;May;2004;CHEVROLET;VENTURE;VAN;15000;32;Commute;N0C;Southwestern Ontario;Married;Male;Yes;39;1959;57;Baby Boomers;Not Bound;0
40028069;02/05/2016;Spring;Q2;May;2004;ACURA;TSX;CAR;5000;;Pleasure;L5R;Central Ontario;Single;Female;Yes;28;1940;76;Traditionalist;Not Bound;0
40028070;02/05/2016;Spring;Q2;May;2013;HONDA;PILOT;CAR;30000;39;Commute;E4W;New Brunswick;Married;Female;No;19;1979;37;Gen Y;Not Bound;0
40028071;02/05/2016;Spring;Q2;May;2013;TOYOTA;SIENNA;VAN;20000;5;Commute;K7L;Eastern Ontario;Married;Male;Yes;33;1966;50;Gen X;Not Bound;0
40028072;02/05/2016;Spring;Q2;May;2014;NISSAN;ALTIMA;CAR;9000;;Pleasure;P0V;Northern Ontario;Single;Male;Yes;6;1992;24;Gen Y;Not Bound;0
40028073;02/05/2016;Spring;Q2;May;2001;HONDA;CR-V;CAR;15000;118;Commute;K2B;Eastern Ontario;Single;Female;Yes;3;1990;26;Gen Y;Not Bound;0
40028074;02/05/2016;Spring;Q2;May;2009;DODGE;JOURNEY;CAR;15000;15;Commute;N0G;Southwestern Ontario;Single;Male;No;9;1991;25;Gen Y;Not Bound;0
40028075;02/05/2016;Spring;Q2;May;2007;MAZDA;MAZDA5;CAR;15000;8;Commute;A0A;Newfoundland and Labrador;Single;Female;No;4;1983;33;Gen Y;Not Bound;0
40028076;02/05/2016;Spring;Q2;May;2013;FORD;FOCUS;CAR;8000;;Pleasure;L1V;Central Ontario;Single;Male;No;43;1956;60;Baby Boomers;Not Bound;0
40028077;02/05/2016;Spring;Q2;May;2015;NISSAN;ALTIMA;CAR;20000;12;Commute;K1K;Eastern Ontario;Single;Male;No;1;1966;50;Gen X;Not Bound;0
40028078;02/05/2016;Spring;Q2;May;2007;HONDA;PILOT;CAR;6000;5;Commute;L5N;Central Ontario;Married;Female;Yes;29;1966;50;Gen X;Not Bound;0
40028079;02/05/2016;Spring;Q2;May;2012;VOLKSWAGEN;TIGUAN;CAR;9000;;Pleasure;M1W;Metropolitan Toronto;Married;Female;Yes;4;1968;48;Gen X;Not Bound;0
40028080;02/05/2016;Spring;Q2;May;2016;JEEP;WRANGLAR;CAR;15000;15;Commute;P8N;Northern Ontario;Married;Female;Yes;32;1967;49;Gen X;Not Bound;0
40028081;02/05/2016;Spring;Q2;May;1994;DODGE;RAM;TRUCK;1000;;Pleasure;L1K;Central Ontario;Married;Male;No;52;1940;76;Traditionalist;Not Bound;0
40028082;02/05/2016;Spring;Q2;May;2009;DODGE;RAM;TRUCK;20000;16;Commute;E2V;New Brunswick;Married;Male;No;24;1975;41;Gen X;Not Bound;0
40028083;02/05/2016;Spring;Q2;May;2005;DODGE;NEON;CAR;20000;20;Commute;L1V;Central Ontario;Single;Male;No;22;1976;40;Gen X;Not Bound;0
40028084;02/05/2016;Spring;Q2;May;2014;SUBARU;FORESTER;CAR;15000;10;Commute;N6P;Southwestern Ontario;Married;Female;Yes;26;1973;43;Gen X;Not Bound;0
40028085;02/05/2016;Spring;Q2;May;2010;JEEP;WRANGLAR;CAR;20000;16;Commute;L4M;Central Ontario;Single;Male;No;20;1980;36;Gen Y;Not Bound;0
40028086;02/05/2016;Spring;Q2;May;2006;LEXUS;ES;CAR;7000;;Pleasure;M1S;Metropolitan Toronto;Single;Male;Yes;6;1984;32;Gen Y;Not Bound;0
40028087;02/05/2016;Spring;Q2;May;2016;MITSUBISHI;OUTLANDER;CAR;7000;;Pleasure;E2G;New Brunswick;Married;Male;Yes;60;1936;80;Traditionalist;Not Bound;0
40028088;02/05/2016;Spring;Q2;May;2003;PONTIAC;GRAND;CAR;12000;15;Commute;N9A;Southwestern Ontario;Single;Male;No;40;1955;61;Baby Boomers;Not Bound;0
40028089;02/05/2016;Spring;Q2;May;2000;CHEVROLET;SILVERADO;TRUCK;10000;;Pleasure;A0G;Newfoundland and Labrador;Married;Male;Yes;43;1952;64;Baby Boomers;Not Bound;0
40028090;02/05/2016;Spring;Q2;May;2010;HYUNDAI;SANTA FE;CAR;25000;30;Commute;E9G;New Brunswick;Single;Female;No;10;1988;28;Gen Y;Not Bound;0
40028091;02/05/2016;Spring;Q2;May;2006;FORD;SUPERDUTY;TRUCK;2000;;Pleasure;L9R;Central Ontario;Single;Female;Yes;36;1973;43;Gen Y;Not Bound;0
40028092;02/05/2016;Spring;Q2;May;2004;DODGE;DURANGO;CAR;4000;;Pleasure;K0C;Eastern Ontario;Married;Male;Yes;35;1961;55;Baby Boomers;Not Bound;0
40028093;02/05/2016;Spring;Q2;May;2011;CHRYSLER;TOWN & COUNTRY;VAN;10000;;Pleasure;L9Z;Central Ontario;Married;Male;Yes;47;1953;63;Baby Boomers;Not Bound;0
40028094;02/05/2016;Spring;Q2;May;2013;FORD;EXPLORER;CAR;10000;16;Commute;L6E;Central Ontario;Single;Female;Yes;10;1988;28;Gen Y;Not Bound;0
40028095;02/05/2016;Spring;Q2;May;2005;FORD;MUSTANG;CAR;20000;5;Commute;N0H;Southwestern Ontario;Married;Male;Yes;35;1964;52;Baby Boomers;Not Bound;0
40028096;02/05/2016;Spring;Q2;May;2000;GMC;SONOMA;TRUCK;4000;;Pleasure;Y0B;Yukon;Single;Male;No;2;1993;23;Gen Y;Not Bound;0
40028097;02/05/2016;Spring;Q2;May;1998;FORD;F-150;TRUCK;15000;15;Commute;K0K;Eastern Ontario;Single;Male;No;3;1997;19;Gen Z;Not Bound;0
40028098;02/05/2016;Spring;Q2;May;2011;FORD;FIESTA;CAR;10000;6;Commute;P1B;Northern Ontario;Single;Male;No;6;1993;23;Gen Y;Not Bound;0
40028099;02/05/2016;Spring;Q2;May;2006;TOYOTA;COROLLA;CAR;20000;16;Commute;P3C;Northern Ontario;Single;Male;No;4;1993;23;Gen Y;Not Bound;0
40028100;02/05/2016;Spring;Q2;May;2014;TOYOTA;CAMRY;CAR;25000;30;Commute;K4R;Eastern Ontario;Married;Male;No;13;1987;29;Gen Y;Not Bound;0
40028101;02/05/2016;Spring;Q2;May;2006;FORD;FOCUS;CAR;5000;;Pleasure;K0C;Eastern Ontario;Married;Female;No;17;1941;75;Traditionalist;Not Bound;0
40028102;02/05/2016;Spring;Q2;May;2013;FORD;FOCUS;CAR;8000;;Pleasure;M1C;Metropolitan Toronto;Married;Male;No;23;1941;75;Traditionalist;Not Bound;0
40028103;02/05/2016;Spring;Q2;May;2005;DODGE;CARAVAN;VAN;10000;;Pleasure;N0M;Southwestern Ontario;Single;Female;Yes;11;1988;28;Gen Y;Not Bound;0
40028104;02/05/2016;Spring;Q2;May;2010;HONDA;CIVIC;CAR;20000;10;Commute;H7L;Metropolitan Montréal;Married;Female;Yes;18;1979;37;Gen Y;Not Bound;0
40028105;02/05/2016;Spring;Q2;May;2010;TOYOTA;CAMRY;CAR;10000;;Pleasure;M1V;Metropolitan Toronto;Married;Female;Yes;28;1947;69;Baby Boomers;Not Bound;0
40028106;02/05/2016;Spring;Q2;May;2004;HONDA;CIVIC;CAR;10000;10;Commute;N0G;Southwestern Ontario;Single;Female;Yes;3;1996;20;Gen Z;Not Bound;0
40028107;02/05/2016;Spring;Q2;May;2015;HYUNDAI;SONATA;CAR;15000;15;Commute;N3W;Southwestern Ontario;Married;Female;Yes;27;1973;43;Gen X;Not Bound;0
40028108;02/05/2016;Spring;Q2;May;2016;SUBARU;CROSSTREK;CAR;20000;11;Commute;B2T;Nova Scotia;Married;Female;Yes;14;1985;31;Gen Y;Not Bound;0
40028109;02/05/2016;Spring;Q2;May;2008;HUMMER;H2;VAN;10000;;Pleasure;L9S;Central Ontario;Married;Female;Yes;18;1979;37;Gen Y;Not Bound;0
40028110;02/05/2016;Spring;Q2;May;2015;PORSCHE;CAYENNE;CAR;10000;;Pleasure;M4N;Metropolitan Toronto;Married;Male;Yes;51;1948;68;Baby Boomers;Not Bound;0
40028111;02/05/2016;Spring;Q2;May;2002;FORD;TAURUS;CAR;8000;;Pleasure;B4V;Nova Scotia;Married;Female;Yes;34;1941;75;Traditionalist;Not Bound;0
40028112;02/05/2016;Spring;Q2;May;2005;CHEVROLET;COBALT;CAR;10000;10;Commute;A2V;Newfoundland and Labrador;Single;Female;No;0;1999;17;Gen Z;Not Bound;0
40028113;02/05/2016;Spring;Q2;May;2015;SUBARU;OUTBACK;OTHERS;10000;6;Commute;L1N;Central Ontario;Married;Male;Yes;42;1957;59;Baby Boomers;Not Bound;0
40028114;02/05/2016;Spring;Q2;May;2015;MERCEDES BENZ;C;CAR;10000;8;Commute;M2N;Metropolitan Toronto;Married;Female;Yes;4;1989;27;Gen Y;Not Bound;0
40028115;02/05/2016;Spring;Q2;May;2014;NISSAN;PATHFINDER;CAR;30000;;Business;K1S;Eastern Ontario;Widow_Widower;Female;Yes;41;1956;60;Baby Boomers;Not Bound;0
40028116;02/05/2016;Spring;Q2;May;2015;NISSAN;ALTIMA;CAR;10000;49;Commute;L5N;Central Ontario;Married;Male;Yes;9;1975;41;Gen X;Not Bound;0
40028117;02/05/2016;Spring;Q2;May;2008;CHEVROLET;COLORADO;TRUCK;5000;;Pleasure;L7E;Central Ontario;Married;Male;Yes;53;1946;70;Baby Boomers;Not Bound;0
40028118;02/05/2016;Spring;Q2;May;2002;CHEVROLET;IMPALA;CAR;5000;;Pleasure;N8N;Southwestern Ontario;Married;Male;Yes;43;1950;66;Baby Boomers;Not Bound;0
40028119;02/05/2016;Spring;Q2;May;2012;HONDA;CIVIC;CAR;10000;7;Commute;N0H;Southwestern Ontario;Single;Male;No;3;1992;24;Gen Y;Not Bound;0
40028120;02/05/2016;Spring;Q2;May;2011;HYUNDAI;SONATA;CAR;20000;30;Commute;L4A;Central Ontario;Single;Male;Yes;6;1993;23;Gen Y;Not Bound;0
40028121;02/05/2016;Spring;Q2;May;2010;VOLKSWAGEN;TIGUAN;CAR;10000;;Pleasure;B0N;Nova Scotia;Single;Female;Yes;15;1985;31;Gen Y;Not Bound;0
40028122;02/05/2016;Spring;Q2;May;2002;HYUNDAI;ACCENT;CAR;15000;7;Commute;L9R;Central Ontario;Single;Male;No;9;1989;27;Gen Y;Not Bound;0
40028123;02/05/2016;Spring;Q2;May;2015;HYUNDAI;ELANTRA;CAR;10000;14;Commute;K2J;Eastern Ontario;Married;Male;Yes;2;1960;56;Baby Boomers;Not Bound;0
40028124;02/05/2016;Spring;Q2;May;2012;HONDA;CIVIC;CAR;8000;10;Commute;P2A;Northern Ontario;Married;Male;No;23;1977;39;Gen Y;Not Bound;0
40028125;02/05/2016;Spring;Q2;May;2015;NISSAN;ROGUE;CAR;10000;10;Commute;L3M;Central Ontario;Married;Female;Yes;14;1969;47;Gen X;Not Bound;0
40028126;02/05/2016;Spring;Q2;May;2006;SATURN;VUE;CAR;9000;;Pleasure;L1J;Central Ontario;Married;Female;Yes;36;1946;70;Baby Boomers;Not Bound;0
40028127;02/05/2016;Spring;Q2;May;2010;MINI;COOPER;CAR;25000;16;Commute;K0B;Eastern Ontario;Single;Female;Yes;3;1997;19;Gen Z;Not Bound;0
40028128;02/05/2016;Spring;Q2;May;2006;PONTIAC;PURSUIT;CAR;29000;13;Commute;K0J;Eastern Ontario;Married;Male;Yes;13;1986;30;Gen Y;Not Bound;0
40028129;02/05/2016;Spring;Q2;May;2014;DODGE;RAM;TRUCK;9000;;Pleasure;A2A;Newfoundland and Labrador;Single;Male;No;9;1988;28;Gen Y;Not Bound;0
40028130;02/05/2016;Spring;Q2;May;2003;HONDA;ACCORD;CAR;5000;6;Commute;L9T;Central Ontario;Married;Male;Yes;4;1955;61;Baby Boomers;Not Bound;0
40028131;02/05/2016;Spring;Q2;May;2003;CHRYSLER;300;CAR;10000;;Pleasure;L1R;Central Ontario;Married;Male;Yes;53;1946;70;Baby Boomers;Not Bound;0
40028132;02/05/2016;Spring;Q2;May;2010;VOLKSWAGEN;TIGUAN;CAR;8000;;Pleasure;P6B;Northern Ontario;Widow_Widower;Female;Yes;64;1931;85;Traditionalist;Not Bound;0
40028133;02/05/2016;Spring;Q2;May;2011;FORD;EDGE;CAR;5000;;Pleasure;L5H;Central Ontario;Married;Male;Yes;50;1946;70;Baby Boomers;Not Bound;0
40028134;02/05/2016;Spring;Q2;May;1998;DODGE;DAKOTA;TRUCK;10000;;Pleasure;E4E;New Brunswick;Married;Male;No;61;1938;78;Traditionalist;Not Bound;0
40028135;02/05/2016;Spring;Q2;May;2002;BUICK;REGAL;CAR;8000;62;Commute;N0H;Southwestern Ontario;Separated;Female;Yes;40;1958;58;Baby Boomers;Not Bound;0
40028136;02/05/2016;Spring;Q2;May;2010;FORD;ESCAPE;CAR;2000;;Pleasure;N0N;Southwestern Ontario;Married;Female;Yes;66;1933;83;Traditionalist;Not Bound;0
40028137;02/05/2016;Spring;Q2;May;2016;VOLKSWAGEN;JETTA;CAR;20000;15;Commute;K0K;Eastern Ontario;Single;Female;No;3;1992;24;Gen Y;Not Bound;0
40028138;02/05/2016;Spring;Q2;May;2005;FORD;MUSTANG;CAR;10000;;Pleasure;N2Z;Southwestern Ontario;Married;Male;Yes;21;1977;39;Gen Y;Not Bound;0
40028139;02/05/2016;Spring;Q2;May;2008;FORD;ESCAPE;CAR;4000;;Pleasure;P0M;Northern Ontario;Single;Female;Yes;40;1958;58;Baby Boomers;Not Bound;0
40028140;02/05/2016;Spring;Q2;May;2001;HONDA;ACCORD;CAR;15000;12;Commute;M1W;Metropolitan Toronto;Married;Male;No;24;1956;60;Baby Boomers;Not Bound;0
40028141;02/05/2016;Spring;Q2;May;2016;FORD;F-150;TRUCK;20000;10;Commute;N2K;Southwestern Ontario;Married;Male;Yes;12;1986;30;Gen Y;Not Bound;0
40028142;02/05/2016;Spring;Q2;May;2012;VOLKSWAGEN;GOLF;CAR;10000;10;Commute;M1M;Metropolitan Toronto;Single;Female;Yes;8;1989;27;Gen Y;Not Bound;0
40028143;02/05/2016;Spring;Q2;May;2006;BMW;3 series;CAR;20000;21;Commute;K0A;Eastern Ontario;Single;Male;No;13;1983;33;Gen Y;Not Bound;0
40028144;02/05/2016;Spring;Q2;May;2015;NISSAN;VERSA;CAR;20000;10;Commute;K1B;Eastern Ontario;Single;Female;No;10;1985;31;Gen Y;Not Bound;0
40028145;02/05/2016;Spring;Q2;May;2013;CADILLIAC;SRX;CAR;21000;70;Commute;N0M;Southwestern Ontario;Married;Female;Yes;35;1963;53;Baby Boomers;Not Bound;0
40028146;02/05/2016;Spring;Q2;May;2006;CHRYSLER;SEBRING;CAR;20000;5;Commute;K1M;Eastern Ontario;Married;Female;Yes;7;1985;31;Gen Y;Not Bound;0
40028147;02/05/2016;Spring;Q2;May;2012;CHEVROLET;EQUINOX;CAR;15000;10;Commute;N9J;Southwestern Ontario;Married;Male;Yes;14;1944;72;Traditionalist;Not Bound;0
40028148;02/05/2016;Spring;Q2;May;2014;HONDA;CR-V;CAR;10000;5;Commute;M3M;Metropolitan Toronto;Married;Male;Yes;20;1979;37;Gen Y;Not Bound;0
40028149;02/05/2016;Spring;Q2;May;2008;VOLKSWAGEN;GOLF GTI;CAR;25000;20;Commute;N2V;Southwestern Ontario;Married;Female;Yes;12;1966;50;Gen X;Not Bound;0
40028150;02/05/2016;Spring;Q2;May;2000;JEEP;GRAND CHEROKEE;CAR;20000;15;Commute;E3Y;New Brunswick;Married;Female;Yes;27;1971;45;Gen X;Not Bound;0
40028151;02/05/2016;Spring;Q2;May;2006;MAZDA;MAZDA3;CAR;15000;22;Commute;L9W;Central Ontario;Single;Female;No;4;1986;30;Gen Y;Not Bound;0
40028152;02/05/2016;Spring;Q2;May;2006;CHEVROLET;HHR;CAR;20000;17;Commute;N3H;Southwestern Ontario;Single;Female;Yes;12;1987;29;Gen Y;Not Bound;0
40028153;02/05/2016;Spring;Q2;May;2006;TOYOTA;COROLLA;CAR;3000;;Pleasure;L4N;Central Ontario;Married;Male;Yes;51;1949;67;Baby Boomers;Not Bound;0
40028154;02/05/2016;Spring;Q2;May;2016;LEXUS;IS ;CAR;10000;;Pleasure;M2J;Metropolitan Toronto;Single;Male;Yes;15;1981;35;Gen Y;Not Bound;0
40028155;02/05/2016;Spring;Q2;May;2003;NISSAN;Z;SPORTS CAR;2000;;Pleasure;L9H;Central Ontario;Married;Male;Yes;21;1979;37;Gen Y;Not Bound;0
40028156;02/05/2016;Spring;Q2;May;2006;SATURN;ION;CAR;12000;12;Commute;K9J;Eastern Ontario;Single;Female;No;10;1990;26;Gen Y;Not Bound;0
40028157;02/05/2016;Spring;Q2;May;2010;NISSAN;ROGUE;CAR;20000;15;Commute;M1R;Metropolitan Toronto;Single;Male;Yes;3;1991;25;Gen Y;Not Bound;0
40028158;02/05/2016;Spring;Q2;May;2014;LEXUS;ES;CAR;10000;;Pleasure;L4E;Central Ontario;Married;Male;Yes;20;1942;74;Traditionalist;Not Bound;0
40028159;02/05/2016;Spring;Q2;May;2016;TOYOTA;RAV4;CAR;15000;15;Commute;B4H;Nova Scotia;Single;Female;Yes;8;1991;25;Gen Y;Not Bound;0
40028160;02/05/2016;Spring;Q2;May;2012;DODGE;RAM;TRUCK;10000;10;Commute;N0R;Southwestern Ontario;Married;Male;No;24;1967;49;Gen X;Not Bound;0
40028161;02/05/2016;Spring;Q2;May;2007;CHEVROLET;MALIBU;CAR;10000;;Pleasure;A0G;Newfoundland and Labrador;Married;Male;No;44;1951;65;Baby Boomers;Not Bound;0
40028162;02/05/2016;Spring;Q2;May;2012;FORD;FOCUS;CAR;4000;;Pleasure;L0L;Central Ontario;Single;Female;Yes;29;1971;45;Gen X;Not Bound;0
40028163;02/05/2016;Spring;Q2;May;2001;TOYOTA;CAMRY;CAR;12000;5;Commute;C1A;Prince Edward Island;Single;Male;Yes;6;1993;23;Gen Y;Not Bound;0
40028164;02/05/2016;Spring;Q2;May;2000;CHEVROLET;CAVALIER;CAR;15000;25;Commute;K0M;Eastern Ontario;Single;Female;Yes;29;1970;46;Gen X;Not Bound;0
40028165;02/05/2016;Spring;Q2;May;2006;SUZUKI;SWIFT;CAR;20000;16;Commute;L1V;Central Ontario;Single;Female;Yes;3;1997;19;Gen Z;Not Bound;0
40028166;02/05/2016;Spring;Q2;May;2015;HYUNDAI;SANTA FE;CAR;20000;15;Commute;E1N;New Brunswick;Married;Female;Yes;24;1974;42;Gen X;Not Bound;0
40028167;02/05/2016;Spring;Q2;May;2016;MAZDA;CX5;CAR;10000;16;Commute;M4C;Metropolitan Toronto;Married;Male;Yes;10;1976;40;Gen X;Not Bound;0
40028168;02/05/2016;Spring;Q2;May;2009;CHEVROLET;SILVERADO;TRUCK;10000;;Pleasure;A0L;Newfoundland and Labrador;Married;Male;Yes;47;1951;65;Baby Boomers;Not Bound;0
40028169;02/05/2016;Spring;Q2;May;2005;TOYOTA;COROLLA;CAR;9000;;Pleasure;L1X;Central Ontario;Married;Male;Yes;1;1972;44;Gen X;Not Bound;0
40028170;02/05/2016;Spring;Q2;May;2007;ACURA;MDX;CAR;20000;7;Commute;B2W;Nova Scotia;Single;Female;Yes;33;1966;50;Gen X;Not Bound;0
40028171;02/05/2016;Spring;Q2;May;2011;SUBARU;LEGACY;CAR;25000;16;Commute;N4K;Southwestern Ontario;Married;Female;Yes;39;1960;56;Baby Boomers;Not Bound;0
40028172;02/05/2016;Spring;Q2;May;2016;BMW;X5;CAR;5000;;Pleasure;L4H;Central Ontario;Single;Female;No;15;1984;32;Gen Y;Not Bound;0
40028173;02/05/2016;Spring;Q2;May;2005;FORD;TAURUS;CAR;7000;;Pleasure;L5J;Central Ontario;Single;Female;Yes;29;1935;81;Traditionalist;Not Bound;0
40028174;02/05/2016;Spring;Q2;May;2011;HYUNDAI;ACCENT;CAR;15000;5;Commute;N0L;Southwestern Ontario;Single;Female;No;5;1993;23;Gen Y;Not Bound;0
40028175;02/05/2016;Spring;Q2;May;2011;BMW;3 series;CAR;16000;12;Commute;K1C;Eastern Ontario;Single;Female;No;12;1983;33;Gen Y;Not Bound;0
40028176;02/05/2016;Spring;Q2;May;1997;TOYOTA;COROLLA;CAR;2000;;Pleasure;A0E;Newfoundland and Labrador;Single;Male;No;8;1987;29;Gen Y;Not Bound;0
40028177;02/05/2016;Spring;Q2;May;2006;TOYOTA;4RUNNER;CAR;5000;;Pleasure;L6L;Central Ontario;Single;Male;Yes;31;1967;49;Gen X;Not Bound;0
40028178;02/05/2016;Spring;Q2;May;2016;HONDA;CIVIC;CAR;15000;5;Commute;E3V;New Brunswick;Single;Male;Yes;11;1989;27;Gen Y;Not Bound;0
40028179;02/05/2016;Spring;Q2;May;2006;TOYOTA;COROLLA;CAR;20000;16;Commute;L5A;Central Ontario;Single;Female;No;9;1991;25;Gen Y;Not Bound;0
