id_arbre,essence,type_arbre,diametre_cm,type_lieu,latitude,longitude
345324,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,Lieu public,46.80988354372115,-71.32247458766777
345429,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,3,Lieu public,46.8367616298171,-71.36266135294325
345430,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.83673827921615,-71.36257606747034
345431,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.83672680563035,-71.36273405277794
345828,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,Lieu public,46.83608477729478,-71.3013919264948
345829,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.8361260145748,-71.30136653019554
345830,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.83616600984604,-71.3013489155954
345831,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.83621594602763,-71.30135572772556
345832,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.836271091785264,-71.30138428750297
345833,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.83647134678265,-71.30150953856838
345834,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.83652055569148,-71.30153541464416
345835,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.83657366834028,-71.30156010339994
345836,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.836626999529194,-71.30159212377475
345871,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84077148990397,-71.21084457006747
345872,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.840752117866195,-71.21077549659024
345873,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.840707384582586,-71.21074271993758
345874,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84065768658556,-71.21077203550237
345875,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84066052980585,-71.21068214698712
345876,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.840600695364174,-71.21075018886393
345877,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84056444045461,-71.21070086051321
345878,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.840536417725225,-71.21067607899067
345879,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84050761452966,-71.21065238849519
345880,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84052849553661,-71.2106015979378
345881,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.840474436601426,-71.2105986694787
345882,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84042489234344,-71.2106046764289
345883,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84043229137287,-71.21051707715657
345884,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84035799014563,-71.21046060050851
345885,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.8402890577917,-71.2103986359045
345921,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.8405322372448,-71.20987679998116
345922,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.840500771963306,-71.20979201869378
345923,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.840494280587144,-71.20985520504857
345924,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84049020006184,-71.2098995569657
345925,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84045945812586,-71.20982144544814
345926,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84013898535236,-71.20917340579955
345927,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84008681796289,-71.20911056239335
345928,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84009638517147,-71.20916508382511
345929,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84009222246878,-71.20922274156422
345930,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84005994390338,-71.20914572518801
348089,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.80359356693618,-71.3165291208934
348640,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,tronçon,46.75366177747437,-71.327555491924
348665,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.880944329295424,-71.32813606285897
349133,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.822393985417435,-71.26589326902331
349267,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.813448189285,-71.26495961832443
349489,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.85557943883758,-71.33226558890213
349581,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.82621227234673,-71.33268534484482
349743,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.83349193054874,-71.25222393671586
350087,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.760912783176714,-71.349460636039
350136,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.8455776283566,-71.25453287060718
350226,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.90097109971093,-71.31403980812165
350353,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,tronçon,46.88916418728463,-71.27034795319904
351931,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.901384180064355,-71.28950773660833
352188,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.856110083354224,-71.35872339630426
352189,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.85612414079131,-71.35880065470745
352190,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.856139987112584,-71.35887689251896
352218,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.856152989653125,-71.35895204898422
353339,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.82766359671982,-71.34738252190324
353340,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.82765508945901,-71.34728485512426
353341,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.827641819763954,-71.347188843739
353342,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.827456790252846,-71.34764944298624
353343,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.82747297920129,-71.34773022984156
353344,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.8275110179816,-71.3477360315797
353345,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.82746208933993,-71.34767370958637
353346,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.82752368889099,-71.34779257990358
354806,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.81658511193442,-71.27848998320344
355436,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,tronçon,46.80358435331867,-71.31107492767181
355506,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.85155462915667,-71.21429034186696
355596,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.90589393207822,-71.35460659754246
355715,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.90534125615596,-71.35409168385092
355832,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,tronçon,46.88564233377274,-71.28917355965872
355903,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.85153660269384,-71.36413275899713
356003,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.875424257432186,-71.21441340967607
356038,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.87112868616218,-71.19591406855838
356331,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.8514337947289,-71.36408238086526
356342,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.86740478874993,-71.25593090366799
356381,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.86398070164259,-71.26143826405821
357359,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.76716491436984,-71.32569538005774
357369,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.75554615871579,-71.35909967243083
357447,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.742296113071944,-71.36526182719398
358593,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.9181580193196,-71.19964077126765
359143,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.86169444348587,-71.17797952325067
359280,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.85905716511811,-71.26453383785064
359761,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,Lieu public,46.813545724916175,-71.26456563828971
360078,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.85287170151032,-71.26157051666891
360100,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.87955471567842,-71.22803904526135
360356,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.900397452186866,-71.2918624080525
360464,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.86877105992419,-71.4317704027841
361508,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,Lieu public,46.85799039599824,-71.28233384294396
362903,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84754668749165,-71.25024220884418
363634,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.85293363670374,-71.26156445512002
363635,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.85299085051827,-71.2615513765682
364103,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.856200948083035,-71.24294853800706
364316,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.86926417837495,-71.4362024516295
364684,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.84260566439677,-71.4069314312405
364787,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.767022209225416,-71.2732181000101
365478,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.8806948807095,-71.2754275857662
365515,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.89893363783162,-71.31278541590986
365567,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.89879900873826,-71.31119745376522
365618,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.905882518398606,-71.38233933774539
366230,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.90960228241086,-71.20303640177002
366235,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.84842435209136,-71.41123901206251
366237,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.84229976689216,-71.40672508024157
366264,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.95814076364959,-71.21449991002117
366281,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.90222584529312,-71.20733471160773
366393,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84188836821401,-71.29872721426966
366395,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84176281653728,-71.29862770315765
366396,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84210577647181,-71.29893317232491
366403,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.77138332136265,-71.27072845848981
366448,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.88973471844032,-71.2085116436849
366464,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.86591124089396,-71.27493097330283
366696,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,tronçon,46.77247485003217,-71.31231931405102
366972,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.9182007262536,-71.20607036152451
368075,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.84347547922123,-71.43590565055082
368357,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.90660339992226,-71.3113072469575
368424,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.89301722187608,-71.19801420122184
368426,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.89386249788566,-71.20547761339729
368563,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.85890220210826,-71.37019812909149
368687,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.885234705661645,-71.2456107759574
368689,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.88525730315448,-71.24552255812267
368740,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.870728558073864,-71.23569598310078
369303,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.893097182989685,-71.19797842751547
370335,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.85750676946718,-71.25911385743905
370344,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.8585064566272,-71.22205659157719
372655,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.787389076368115,-71.29525437833273
373280,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.84964508097022,-71.35976629357495
373297,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.864431843044535,-71.4463361818198
373612,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.86904035719647,-71.43652480783665
373697,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.78814596879733,-71.26719355330988
373714,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.79330334238887,-71.26777708320174
374003,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.90050427175897,-71.3127752500323
374058,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.79038554267751,-71.2644577918184
374106,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.90222773943069,-71.2926508838616
374344,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.84302361607541,-71.42257182625033
374434,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.80107379402223,-71.30753768155166
374484,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.813657955761705,-71.33073192913801
374598,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.85702726682111,-71.21153959144924
374750,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.79426606441736,-71.26788911293458
374838,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.801782801270114,-71.3087648315038
374991,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.85325093095604,-71.33222346330909
375124,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.775498131131265,-71.37618771864761
375125,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.77539159894874,-71.37603440475607
375126,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.77534192708877,-71.37595478141877
375149,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.77527305442332,-71.3758566451035
375150,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.775177268520835,-71.3757050388158
375151,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.77513916761822,-71.37564518036113
375152,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.775095330783635,-71.3755883455702
375153,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.775055049253965,-71.37553363746947
375315,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.86420800740398,-71.26481251142951
375614,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.95863067182833,-71.21523707734828
375615,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.95858455315602,-71.21499866516878
375943,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.861900915584144,-71.42965480505408
376190,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.84984286927763,-71.38222273899841
376255,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.84009423090859,-71.35011209991038
376294,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.786525987647735,-71.33380715275322
376312,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.76508191398331,-71.38613076860712
376314,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.765076162037104,-71.38627407469707
376875,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.77149083250739,-71.32644394702012
376901,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.8878945549965,-71.25646316558817
377077,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.89197129344714,-71.15370954084806
377204,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.877487062465555,-71.278587941967
377205,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.87745515977842,-71.27865830026163
377260,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.898668213237045,-71.22126462189004
377979,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.77206120887294,-71.3322315884647
377985,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.75202724179266,-71.34014354794878
377986,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.752051501414975,-71.34011345335387
377987,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.75207651766535,-71.34014327967981
378879,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.88316711411783,-71.20451474175275
378886,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.89402671793234,-71.20536486941307
379094,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.86740478874993,-71.25593090366799
379913,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,4,tronçon,46.785069674423866,-71.28500682409219
379942,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.78084842292372,-71.26370855079918
379966,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,4,tronçon,46.78197179328797,-71.26171191092072
380196,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.762978305752405,-71.29227071004301
380197,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.76292293814322,-71.29236083397194
380198,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.76287049712514,-71.29245704903822
380202,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.76281269160125,-71.29255492645021
380204,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.76274219329452,-71.292681183696
380215,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,4,tronçon,46.757633700858776,-71.31152560010713
380369,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.75197586183168,-71.3618388579744
380370,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.75220463221472,-71.36231085035772
380371,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.75139714438151,-71.36050210430757
380372,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.75124602158234,-71.36020524908977
380467,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.787564010913414,-71.27018654679017
380479,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.832424449228064,-71.21750964414973
380480,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.832504809890246,-71.21762220299952
380564,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.77145550027118,-71.30065416013235
380566,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.77150849954113,-71.30056399547797
380568,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.77164253754135,-71.3003737106703
380569,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.771610647729986,-71.30033859174252
380640,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.77540271667154,-71.28423760631864
380675,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.78199560194445,-71.26314140649376
380729,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.84189890623925,-71.22132168647524
380736,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.84152294370342,-71.22228397450453
380835,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.860474591408114,-71.35291292129085
