country,continent,region,year,life_expectancy,fertility,population,gdp,infant_mortality,literacy,educ,oil_prod,net_users,area,roadways,country_code
Brazil,Americas,South America,1964,57.21,5.95,81751802,127594490403,117.1,NA,5.8,2255000,>35%,8514877,0.18567079712366955,BRA
Brunei,Asia,South-Eastern Asia,1964,64.72,6.23,97933,79700,NA,NA,3.5,126500,>60%,5765,0.5254119687771032,BRN
Bulgaria,Europe,Eastern Europe,1964,71.18,2.18,8141171,19100,39.9,NA,4.1,1000,>35%,110879,0.1759756130556733,BGR
Burkina Faso,Africa,Western Africa,1964,37.27,6.41,5098892,665277229.1,154.3,NA,3.4,0,>0%,274200,0.055696571845368345,BFA
Burundi,Africa,Eastern Africa,1964,41.69,7.14,3011957,355135383.2,142.8,NA,5.8,0,>0%,27830,0.4427596119295724,BDI
Cambodia,Asia,South-Eastern Asia,1964,43.2,6.91,6329411,3500,NA,NA,2.6,0,>5%,181035,0.2188416604523987,KHM
Cameroon,Africa,Middle Africa,1964,45.59,5.89,5850454,3083572854,155.5,NA,3.2,80830,>5%,475440,0.10800521622076392,CMR
Canada,Americas,Northern America,1964,71.64,3.51,19349346,208220175172,24,NA,5.4,3890000,>60%,9984670,0.10439002991586102,CAN
Cape Verde,Africa,Western Africa,1964,50.77,6.99,223854,6500,NA,NA,5,0,>35%,4033,0.33473840813290356,CPV
Central African Republic,Africa,Middle Africa,1964,39.36,5.93,1616515,547972473.7,154.7,NA,1.2,0,>0%,622984,0.032549792611046194,CAF
Chad,Africa,Middle Africa,1964,42.58,6.32,3247798,768811034.2,NA,NA,2.3,103400,>0%,1284000,0.03115264797507788,TCD
Chile,Americas,South America,1964,58.54,5.19,8423614,16798498659,105.1,NA,4.5,6666,>60%,756102,0.10284855746975938,CHL
China,Asia,Eastern Asia,1964,52,6.12,690932043,61546062211,NA,NA,NA,4189000,>35%,9596960,0.4278841424784515,CHN
Colombia,Americas,South America,1964,60.21,6.66,18581972,23160961294,82.6,NA,4.4,989900,>35%,1138910,0.1241309673284105,COL
Comoros,Africa,Eastern Africa,1964,45.75,6.98,201665,1500,NA,NA,7.6,0,>5%,2235,0.39373601789709173,COM
"Congo, Dem. Rep.",Africa,Middle Africa,1964,45.36,6.07,16903899,5537609393,NA,NA,2.5,20000,>0%,2344858,0.06546110681329104,COD
"Congo, Rep.",Africa,Middle Africa,1964,50.55,6.06,1126602,711222903.3,102.1,NA,6.2,250000,>0%,342000,0.05055263157894737,COG
Costa Rica,Americas,Central America,1964,64.26,6.89,1537035,2803755710,75.1,NA,6.3,0,>35%,51100,0.7635616438356164,CRI
Cote d'Ivoire,Africa,Western Africa,1964,40.84,7.64,4049675,3002348243,188,NA,4.6,36000,>0%,322463,0.25428033603855327,CIV
Croatia,Europe,Southern Europe,1964,66.43,2.21,4304984,21600,NA,NA,4.3,10070,>60%,56594,0.5196663957309963,HRV
Cuba,Americas,Caribbean,1964,66.35,4.64,7787149,10200,40.4,NA,12.8,50000,>15%,110860,0.5489626556016598,CUB
Cyprus,Asia,Western Asia,1964,71.02,3.25,578629,32800,NA,NA,7.3,0,>60%,9251,2.162577018700681,CYP
Czech Republic,Europe,Eastern Europe,1964,70.73,2.12,9773266,31600,NA,NA,4.2,3000,>60%,78867,1.6568526760241926,CZE
Denmark,Europe,Northern Europe,1964,72.61,2.6,4723496,64480653282,18.7,NA,8.7,165200,>60%,43094,1.7155288439225878,DNK
Djibouti,Africa,Eastern Africa,1964,47.8,6.6,107584,3200,NA,NA,8.4,0,>5%,23200,0.13211206896551725,DJI
Dominican Republic,Americas,Caribbean,1964,56.52,7.19,3757962,3925491550,96.4,NA,2.2,0,>35%,48670,0.4048695294842819,DOM
Ecuador,Americas,South America,1964,56.53,6.59,5099470,4329877471,109.6,NA,4.4,556400,>35%,283561,0.15400566368435717,ECU
Egypt,Africa,Northern Africa,1964,50.42,6.47,30094082,15799225320,183.4,NA,3.8,478400,>35%,1001450,0.13723101502820909,EGY
El Salvador,Americas,Central America,1964,54.81,6.7,3106186,5310184301,117.4,NA,3.4,0,>15%,21041,0.3287866546266812,SLV
Equatorial Guinea,Africa,Middle Africa,1964,39.08,5.57,264743,31800,NA,NA,0.6,248000,>15%,28051,0.10267013653702185,GNQ
Eritrea,Africa,Eastern Africa,1964,40.41,6.78,1550297,1300,NA,NA,2.1,0,>0%,117600,0.034098639455782315,ERI
Estonia,Europe,Northern Europe,1964,70.74,1.95,1275471,28600,NA,NA,5.7,0,>60%,45228,1.2915008401874946,EST
Ethiopia,Africa,Eastern Africa,1964,39.36,6.87,24396965,1800,NA,NA,4.7,0,>0%,1104300,0.04016933804219868,ETH
Fiji,Oceania,Melanesia,1964,57.35,5.68,450452,522895396.2,47.5,NA,4.2,0,>35%,18274,0.18824559483419065,FJI
Finland,Europe,Northern Europe,1964,69.4,2.58,4546343,38981205393,17.4,NA,6.8,0,>60%,338145,0.2306702745863461,FIN
France,Europe,Western Europe,1964,71.43,2.8,48402900,441742742172,19.4,NA,5.9,15340,>60%,643801,1.5974594634056176,FRA
French Polynesia,Oceania,Polynesia,1964,57.85,5.37,90132,26100,NA,NA,NA,0,>35%,4167,0.6215502759779218,PYF
Gabon,Africa,Middle Africa,1964,40.7,4.69,523793,1213695790,NA,NA,NA,240000,>5%,267667,0.03425898597884685,GAB
Gambia,Africa,Western Africa,1964,37.91,5.78,394552,1600,139.3,NA,4.1,0,>5%,11295,0.33111996458610005,GMB
Georgia,Asia,Western Asia,1964,65.11,2.86,4419583,9600,NA,NA,2,1000,>35%,69700,0.2741606886657102,GEO
Germany,Europe,Western Europe,1964,70.66,2.49,75410766,46900,NA,NA,5.1,48830,>60%,357022,1.8066113572833047,DEU
Ghana,Africa,Western Africa,1964,48.07,6.89,7513286,2183203739,121.2,NA,8.1,105000,>15%,238533,0.4591188640565456,GHA
Greece,Europe,Southern Europe,1964,69.69,2.26,8492232,37956509843,43.6,NA,4.1,1162,>35%,131957,0.8863493410732284,GRC
Greenland,Americas,Northern America,1964,62.97,7.27,36441,37900,NA,NA,NA,0,>60%,2166086,NA,GRL
Grenada,Americas,Caribbean,1964,62.35,5.91,94066,13100,NA,NA,3.9,0,>35%,344,3.2761627906976742,GRD
Guatemala,Americas,Central America,1964,49.05,6.43,4600846,4937316476,135.3,NA,3,10040,>15%,108889,0.10562132079457062,GTM
Guinea,Africa,Western Africa,1964,36.57,6.13,3812004,1200,206.1,NA,2.5,0,>0%,245857,0.1803812785480991,GIN
Guinea-Bissau,Africa,Western Africa,1964,44.15,5.32,643962,1500,NA,NA,NA,0,>0%,36125,0.0956401384083045,GNB
Guyana,Americas,South America,1964,59.75,5.33,635778,398997699.3,59.5,NA,3.2,0,>35%,214969,0.03707511315585038,GUY
Haiti,Americas,Caribbean,1964,44.38,6.23,4186636,1800,182.2,NA,NA,0,>5%,27750,0.15372972972972973,HTI
Honduras,Americas,Central America,1964,50.65,7.44,2282764,1766828975,124.5,NA,NA,0,>15%,112090,0.13151931483629226,HND
"Hong Kong, China",Asia,Eastern Asia,1964,69.52,4.83,3695136,14982653355,NA,NA,3.5,0,>60%,1108,1.8862815884476534,HKG
Hungary,Europe,Eastern Europe,1964,69.52,1.88,10135688,26200,45.8,NA,4.9,11410,>60%,93028,2.1452358429720086,HUN
Iceland,Europe,Northern Europe,1964,73.72,3.74,189276,2328606903,16,NA,7.6,0,>60%,103000,0.12514563106796117,ISL
India,Asia,Southern Asia,1964,44.23,5.81,487690114,98545195448,155.3,NA,3.2,767600,>15%,3287263,1.4266707592303993,IND
Indonesia,Asia,South-Eastern Asia,1964,48.24,5.62,97638027,20172590380,134.1,NA,2.8,789800,>15%,1904569,0.2607450819581753,IDN
Iran,Asia,Southern Asia,1964,48.43,6.87,24308080,17300,162.5,NA,3.7,3614000,>15%,1648195,0.12065683975500471,IRN
Iraq,Asia,Western Asia,1964,51.46,6.87,8122200,15500,107.1,NA,NA,3368000,>5%,438317,0.13602712192317432,IRQ
Ireland,Europe,Northern Europe,1964,71.12,3.99,2844373,55500,26,NA,6.4,0,>60%,70273,1.3666130661847367,IRL
Israel,Asia,Western Asia,1964,69.68,3.82,2443297,18021878652,NA,NA,5.6,390,>60%,20770,0.8938854116514203,ISR
Italy,Europe,Southern Europe,1964,70.37,2.5,51289904,366227848610,37.3,NA,4.5,105700,>35%,301340,1.618437645184841,ITA
Jamaica,Americas,Caribbean,1964,68.25,5.78,1737616,8800,54,NA,6.1,0,>35%,10991,2.0126467109453188,JAM
Japan,Asia,Eastern Asia,1964,70.26,1.97,96253064,1063079949387,21,NA,3.8,4666,>60%,377915,3.2024423481470703,JPN
Jordan,Asia,Western Asia,1964,56.55,8.03,1050725,12100,87.1,NA,NA,22,>35%,89342,0.08062277540238634,JOR
Kazakhstan,Asia,Central Asia,1964,60.79,4.2,11577537,24300,NA,NA,3.1,1632000,>35%,2724900,0.03575103673529304,KAZ
Kenya,Africa,Eastern Africa,1964,50.13,8.1,9200158,2436766588,103.6,NA,6.7,0,>35%,580367,0.2772004610875532,KEN
Kiribati,Oceania,Micronesia,1964,47.44,7.2,45424,1800,117.8,NA,12,0,>5%,811,0.8261405672009864,KIR
South Korea,Asia,Eastern Asia,1964,56.04,5.36,27770874,36643076469,65.3,NA,5,0,>60%,99720,1.0527777777777778,KOR
Kuwait,Asia,Western Asia,1964,65.24,7.38,431366,70200,77.8,NA,3.8,2619000,>60%,17818,0.3708609271523179,KWT
Kyrgyz Republic,Asia,Central Asia,1964,57.9,5.32,2490244,3400,NA,NA,6.8,1000,>15%,199951,0.17004166020675066,KGZ
Lao,Asia,South-Eastern Asia,1964,43.13,5.97,2325742,5300,NA,NA,2.8,0,>0%,236800,0.16709459459459458,LAO
Latvia,Europe,Northern Europe,1964,71.62,1.82,2236844,24700,NA,NA,5,0,>60%,64589,1.1215532056542135,LVA
Lebanon,Asia,Western Asia,1964,64,5.58,2041212,18200,52.3,NA,2.2,0,>60%,10400,0.6701923076923076,LBN
Lesotho,Africa,Southern Africa,1964,48.59,5.81,915473,158404991.6,141.3,NA,13,0,>5%,30355,0.19568440125185307,LSO
Liberia,Africa,Western Africa,1964,36.73,6.5,1224094,757421957.7,208.8,NA,2.8,0,>0%,111369,0.09517908933365658,LBR
Libya,Africa,Northern Africa,1964,51.28,7.68,1652294,14600,133.5,NA,NA,470000,>15%,1759540,0.05684667583572979,LBY
Lithuania,Europe,Northern Europe,1964,72,2.38,2928182,28400,NA,NA,5.4,2000,>60%,65300,1.2889127105666156,LTU
Luxembourg,Europe,Western Europe,1964,68.98,2.37,327361,5054877293,25.4,NA,3.7,0,>60%,2586,1.1210363495746327,LUX
"Macao, China",Asia,Eastern Asia,1964,66.81,3.93,197523,98200,NA,NA,2.7,0,>35%,28,14.75,MAC
"Macedonia, FYR",Europe,Southern Europe,1964,63.32,3.45,1569143,14000,NA,NA,NA,0,>35%,25713,0.5459495196982072,MKD
Madagascar,Africa,Eastern Africa,1964,44.28,7.3,5625401,2244393192,NA,NA,2.7,0,>60%,587041,0.05872843634430985,MDG
Malawi,Africa,Eastern Africa,1964,39.49,7.06,3963424,381423169.5,214.3,NA,5.4,0,>0%,118484,0.130397353229128,MWI
Malaysia,Asia,South-Eastern Asia,1964,62.17,5.81,9287442,8586997221,55.8,NA,5.9,597500,>35%,329847,0.43778782283907386,MYS
Maldives,Asia,Southern Asia,1964,41.48,7.18,100177,14900,211.1,NA,6.8,0,>0%,298,0.2953020134228188,MDV
Mali,Africa,Western Africa,1964,30.79,6.79,5503748,2200,212.8,NA,4.8,0,>60%,1240192,0.01812138765610486,MLI
Malta,Europe,Southern Europe,1964,69.7,2.8,307389,35900,31.6,NA,6.9,0,>35%,316,9.79746835443038,MLT
Mauritania,Africa,Western Africa,1964,46.59,6.8,963746,465123119.7,123.1,NA,3.7,6003,>5%,1030700,0.010311438827980983,MRT
Mauritius,Africa,Eastern Africa,1964,61.97,5.79,735860,19500,58.1,NA,3.5,0,>5%,2040,1.0534313725490196,MUS
Mexico,Americas,Central America,1964,59.4,6.77,43264267,125449584624,89.3,NA,5.1,2459000,>35%,1964375,0.19225453388482341,MEX
"Micronesia, Fed. Sts.",Oceania,Micronesia,1964,58.26,6.89,50483,3000,NA,NA,NA,0,>15%,702,0.3418803418803419,FSM
Moldova,Europe,Eastern Europe,1964,63.77,2.99,3275457,5000,NA,NA,8.4,0,>35%,33851,0.27626953413488525,MDA
Mongolia,Asia,Eastern Asia,1964,52.74,7.56,1074517,12100,NA,NA,5.5,20850,>15%,1564116,0.03148679509703884,MNG
Montenegro,Europe,Southern Europe,1964,66.47,3.09,529176,16100,NA,NA,NA,0,>35%,13812,0.5620474949319433,MNE
Morocco,Africa,Northern Africa,1964,51.58,7.12,13871988,8783539137,135.5,NA,5.4,500,>35%,446550,0.13076923076923078,MAR
Mozambique,Africa,Eastern Africa,1964,40.54,6.6,8129268,1200,180.5,NA,5,0,>5%,799380,0.03794315594585804,MOZ
Namibia,Africa,Southern Africa,1964,49.48,6.22,665297,11400,NA,NA,8.4,0,>5%,824292,0.05354655874374615,NAM
Nepal,Asia,Southern Asia,1964,41.67,6,10719988,1541586302,205.2,NA,4.7,0,>5%,147181,0.07367798832729767,NPL
Netherlands,Europe,Western Europe,1964,73.71,3.17,12057475,118259468831,14.9,NA,5.9,28120,>60%,41543,3.3530317983775846,NLD
New Caledonia,Oceania,Melanesia,1964,58.99,5.22,88578,38800,NA,NA,NA,0,>60%,18575,0.30266487213997306,NCL
New Zealand,Oceania,Australia and New Zealand,1964,71.37,3.22,2581578,36200,19.3,NA,7.4,39860,>60%,267710,0.35172388031825486,NZL
Nicaragua,Americas,Central America,1964,54.04,7.05,2002119,2375786760,128.2,NA,4.6,0,>5%,130370,0.18330137301526425,NIC
Niger,Africa,Western Africa,1964,37.36,7.19,3811813,1288792274,NA,NA,4.2,20000,>0%,1267000,0.014955801104972376,NER
Nigeria,Africa,Western Africa,1964,42.75,6.34,49169819,15256951393,195.4,NA,NA,2423000,>35%,923768,0.20914342129192612,NGA
Norway,Europe,Northern Europe,1964,73.7,2.96,3694987,45610954782,16.6,NA,6.9,1568000,>60%,323802,0.28989938295625106,NOR
Oman,Asia,Western Asia,1964,48.26,7.26,608889,685178342.7,207.9,NA,4.3,943500,>60%,309500,0.19463651050080774,OMN
Pakistan,Asia,Southern Asia,1964,50.27,6.6,49555472,11145471881,165.8,NA,2.1,98000,>5%,796095,0.3294280205251886,PAK
Panama,Americas,Central America,1964,63.72,5.71,1276274,2625299370,60.4,NA,3.5,0,>35%,75420,0.20070273137098912,PAN
Papua New Guinea,Oceania,Melanesia,1964,41.39,6.27,2116832,1068278574,119.6,NA,NA,34210,>0%,462840,0.020199204908823782,PNG
Paraguay,Americas,South America,1964,67.61,6.41,2114095,1479030545,60.5,NA,4.8,0,>15%,406752,0.07881706789395013,PRY
Peru,Americas,South America,1964,51.25,6.8,11281015,21032920217,121.8,NA,2.8,69300,>35%,1285216,0.10945397505166447,PER
Philippines,Asia,South-Eastern Asia,1964,60.21,6.87,29962877,22048562380,61.4,NA,2.7,21000,>35%,300000,0.7105033333333334,PHL
Poland,Europe,Eastern Europe,1964,68.87,2.5,31229448,26500,43.9,NA,5.2,19260,>60%,312685,1.3177319027135936,POL
Portugal,Europe,Southern Europe,1964,65.22,3.19,8915539,26570787524,70.1,NA,5.6,0,>60%,92090,0.9002063199044413,PRT
Puerto Rico,Americas,Caribbean,1964,69.45,4.08,2537637,12373336953,NA,NA,NA,0,>35%,13790,1.9479332849891227,PRI
Qatar,Asia,Western Asia,1964,63.79,6.99,67487,132100,NA,NA,2.5,1540000,>60%,11586,0.8484377697220784,QAT
Romania,Europe,Eastern Europe,1964,67.96,1.95,19207098,20800,NA,NA,4.2,83350,>35%,238391,0.35313833156453056,ROU
Russia,Europe,Eastern Europe,1964,69.77,2.16,125412397,25400,NA,NA,4.1,10840000,>35%,17098242,0.07505958799740932,RUS
Rwanda,Africa,Eastern Africa,1964,44.35,8.2,3161719,525370037.4,122,NA,5.1,0,>5%,26338,0.17844938871592375,RWA
St. Lucia,Americas,Caribbean,1964,59.66,6.76,94813,11700,NA,NA,4.1,0,>60%,616,1.9642857142857142,LCA
St. Vincent and the Grenadines,Americas,Caribbean,1964,61.75,6.88,85076,112926190,NA,NA,5.1,0,>60%,389,2.1311053984575836,VCT
Samoa,Oceania,Polynesia,1964,53.8,7.57,123354,5200,NA,NA,5.8,0,>5%,2831,0.825503355704698,WSM
Saudi Arabia,Asia,Western Asia,1964,50.15,7.26,4677409,53600,NA,NA,5.1,9735000,>35%,2149690,0.10297856900297252,SAU
Senegal,Africa,Western Africa,1964,38.74,7.11,3547939,2040862637,125.9,NA,5.6,0,>15%,196722,0.07120708410853896,SEN
Serbia,Europe,Southern Europe,1964,65.53,2.52,7780683,13700,NA,NA,4.8,16840,>35%,77474,0.5711335415752381,SRB
Seychelles,Africa,Eastern Africa,1964,62.47,5.76,45651,58919480.48,67.8,NA,3.6,0,>35%,455,1.1164835164835165,SYC
Sierra Leone,Africa,Western Africa,1964,38.1,6.3,2301023,564137222.8,211,NA,2.9,0,>0%,71740,0.15751324226373015,SLE
Singapore,Asia,South-Eastern Asia,1964,66.16,4.66,1836087,4617455666,28.3,NA,3,0,>60%,697,4.913916786226686,SGP
Slovak Republic,Europe,Eastern Europe,1964,71.17,2.78,4339082,29700,NA,NA,4.2,200,>60%,49035,0.8956051799734883,SVK
Slovenia,Europe,Southern Europe,1964,69.12,2.34,1621883,31000,NA,NA,5.7,5,>60%,20273,1.923001035860504,SVN
Solomon Islands,Oceania,Melanesia,1964,52.84,6.39,132787,1900,108.4,NA,7.3,0,>5%,28896,0.048103543743078625,SLB
South Africa,Africa,Southern Africa,1964,50.52,5.98,19308166,48989793258,NA,NA,6,3000,>35%,1219090,0.6127636187648163,ZAF
Spain,Europe,Southern Europe,1964,70.54,2.83,31838485,160406569972,37.3,NA,5,6419,>60%,505370,1.3518313314996933,ESP
Sri Lanka,Asia,Southern Asia,1964,61.55,5.07,10858780,3121994086,62.4,NA,1.7,0,>15%,65610,1.738957475994513,LKA
Sudan,Africa,Northern Africa,1964,51.47,6.79,8475765,3412251040,101.1,NA,NA,64770,>15%,1861484,0.0063927490110041235,SDN
Suriname,Americas,South America,1964,62.23,6.41,322995,16300,NA,NA,NA,15000,>35%,163820,0.026272738371383227,SUR
Swaziland,Africa,Southern Africa,1964,46.05,6.78,382575,8500,133.7,NA,8.3,0,>15%,17364,0.20697995853489978,SWZ
Sweden,Europe,Northern Europe,1964,73.7,2.48,7682603,105409395859,14.4,NA,7,0,>60%,450295,1.2870762500138797,SWE
Switzerland,Europe,Western Europe,1964,72.23,2.56,5729465,58600,19.3,NA,5.2,0,>60%,41277,1.7313273735978874,CHE
Syria,Asia,Western Asia,1964,55.15,7.56,5224579,3035452396,100.8,NA,5.1,22660,>15%,185180,0.3773247650934226,SYR
Tajikistan,Asia,Central Asia,1964,58.98,6.43,2401598,2700,NA,NA,3.9,206,>15%,143100,0.19403913347309573,TJK
Tanzania,Africa,Eastern Africa,1964,46.99,6.8,11339076,2900,139,NA,6.2,0,>5%,947300,0.09128259263169007,TZA
Thailand,Asia,South-Eastern Asia,1964,57.4,6.15,30881332,11459639926,89.7,NA,5.8,232900,>15%,513120,0.35089842531961335,THA
Timor-Leste,Asia,South-Eastern Asia,1964,40.55,6.35,536798,5600,NA,NA,9.4,76490,>0%,14874,0.4060777195105553,TLS
Togo,Africa,Western Africa,1964,43.77,6.73,1662072,389119797,150.5,NA,4.5,0,>0%,56785,0.20519503389979749,TGO
Tonga,Oceania,Polynesia,1964,62.6,7.12,71757,5100,57,NA,3.9,0,>35%,747,0.9103078982597055,TON
Trinidad and Tobago,Americas,Caribbean,1964,64.94,4.66,903272,3744257235,50.1,NA,3.2,81260,>60%,5128,1.6224648985959438,TTO
Tunisia,Africa,Northern Africa,1964,46.35,7.11,4458609,3642979536,163.2,NA,6.2,55050,>35%,163610,0.11868467697573498,TUN
Turkey,Asia,Western Asia,1964,50.15,6.03,30292969,54741536059,148.2,NA,2.9,47670,>35%,783562,0.492300545457794,TUR
Turkmenistan,Asia,Central Asia,1964,56.72,6.66,1829697,16400,NA,NA,NA,242900,>5%,488100,0.12004097520999796,TKM
Uganda,Africa,Eastern Africa,1964,47.86,7.08,7746181,2000,122.9,NA,3.3,0,>15%,241038,0.08297446875596379,UGA
Ukraine,Europe,Eastern Europe,1964,71.97,2.07,44794325,7500,NA,NA,6.2,40490,>35%,603550,0.28115980449010025,UKR
United Arab Emirates,Asia,Western Asia,1964,55.9,6.86,138220,67600,111,NA,NA,2820000,>60%,83600,0.04880382775119617,ARE
United Kingdom,Europe,Northern Europe,1964,71.53,2.79,53920055,598235339602,20.8,NA,6.2,787200,>60%,243610,1.619096096219367,GBR
United States,Americas,Northern America,1964,70.33,3.22,197028908,2972502446278,23.8,NA,5.4,8653000,>60%,9826675,0.6702786039021338,USA
Uruguay,Americas,South America,1964,68.67,2.86,2665387,10987968920,52.7,NA,4.5,0,>35%,176215,0.44112022245552307,URY
Uzbekistan,Asia,Central Asia,1964,61.15,6.78,9917202,6100,NA,NA,NA,64810,>35%,447400,0.19333035315154223,UZB
Vanuatu,Oceania,Melanesia,1964,48.29,6.84,72131,2500,95.9,NA,5,0,>5%,12189,0.08778406760193617,VUT
Venezuela,Americas,South America,1964,62.51,6.5,9476255,53173803147,54.2,NA,6.9,2500000,>35%,912050,0.10542733402773971,VEN
West Bank and Gaza,Asia,Western Asia,1964,53.47,8.04,1182168,NA,NA,NA,NA,NA,NA,360,NA,PSE
Vietnam,Asia,South-Eastern Asia,1964,60.95,6.46,36780984,6000,61.7,NA,6.3,298400,>35%,331210,0.6238730714652335,VNM
Yemen,Asia,Western Asia,1964,36.37,7.39,5522690,2700,270.7,NA,5.2,125100,>15%,527968,0.1350460633977817,YEM
Zambia,Africa,Eastern Africa,1964,50.44,7.24,3449266,1898713119,115.1,NA,1.3,0,>15%,752618,0.05375103970407298,ZMB
Zimbabwe,Africa,Eastern Africa,1964,54.83,7.35,4279561,1653990695,82.8,NA,2.5,0,>15%,390757,0.24891940515461014,ZWE
Albania,Europe,Southern Europe,1965,66.59,5.59,1896125,11900,94.1,NA,3.3,20510,>35%,28748,0.626130513427021,ALB
Algeria,Africa,Northern Africa,1965,50.09,7.66,12626953,14486635612,149.1,NA,4.3,1420000,>15%,2381741,0.047719294415303766,DZA
Angola,Africa,Middle Africa,1965,38.74,7.43,5765025,7300,NA,NA,3.5,1742000,>15%,1246700,0.0412521055586749,AGO
Antigua and Barbuda,Americas,Caribbean,1965,65.23,4.19,59653,23600,NA,NA,2.4,0,>60%,443,2.641083521444695,ATG
Argentina,Americas,South America,1965,65.95,3.06,22283389,130560392722,59.11,NA,6.3,532100,>35%,2780400,0.08321608401668824,ARG
Armenia,Asia,Western Asia,1965,69.26,3.98,2204650,8500,NA,NA,3.3,0,>35%,29743,0.2590525501798743,ARM
Aruba,Americas,Caribbean,1965,67.44,3.84,57360,25300,NA,NA,6,0,>60%,180,NA,ABW
Australia,Oceania,Australia and New Zealand,1965,70.96,2.97,11368011,120858336146,18.6,NA,5.6,354300,>60%,7741220,0.10634202360868183,AUS
Austria,Europe,Western Europe,1965,69.92,2.7,7298794,64910575812,28.3,NA,5.9,21760,>60%,83871,1.484517890570042,AUT
Azerbaijan,Asia,Western Asia,1965,63.49,5.35,4579759,18000,NA,NA,2.4,845900,>35%,86600,0.6113394919168591,AZE
Bahamas,Americas,Caribbean,1965,63.4,4.06,140049,2153375599,NA,NA,NA,0,>60%,13880,0.19452449567723343,BHS
Bahrain,Asia,Western Asia,1965,58.1,7.17,187348,50100,88.6,NA,2.6,49500,>60%,760,5.423684210526316,BHR
Bangladesh,Asia,Southern Asia,1965,48.6,6.88,55835020,16024117621,157.4,NA,2.2,4000,>5%,143998,0.14770344032556007,BGD
Barbados,Americas,Caribbean,1965,64.2,3.96,235373,1022935828,51.7,NA,5.6,1000,>60%,430,3.7209302325581395,BRB
Belarus,Europe,Eastern Europe,1965,72.7,2.54,8607031,17700,NA,NA,5.1,30000,>35%,207600,0.41614643545279384,BLR
Belgium,Europe,Western Europe,1965,70.51,2.56,9440279,87114872497,24.1,NA,6.6,0,>60%,30528,5.0449423480083855,BEL
Belize,Americas,Central America,1965,62.95,6.4,106121,110094728,NA,NA,6.6,1818,>15%,22966,0.12496734302882521,BLZ
Benin,Africa,Western Africa,1965,40.93,6.54,2632360,728413252.2,170.2,NA,5.3,0,>0%,112622,0.14206815719841595,BEN
Bhutan,Asia,Southern Asia,1965,38.68,6.67,252629,8200,NA,NA,4.7,0,>15%,38394,0.27551179871854975,BTN
Bolivia,Americas,South America,1965,45.62,6.59,4070590,3810638169,159.4,NA,6.9,51130,>35%,1098581,0.07326542148462425,BOL
Bosnia and Herzegovina,Europe,Southern Europe,1965,66.14,3.5,3524596,10500,NA,NA,NA,0,>60%,51197,0.4477996757622517,BIH
Botswana,Africa,Southern Africa,1965,52,6.69,595741,169037837.2,99.8,NA,9.5,0,>5%,581730,0.030797792790469805,BWA
Brazil,Americas,South America,1965,57.66,5.82,84130061,131490572734,114.5,NA,5.8,2255000,>35%,8514877,0.18567079712366955,BRA
Brunei,Asia,South-Eastern Asia,1965,65.21,6.07,102525,79700,NA,NA,3.5,126500,>60%,5765,0.5254119687771032,BRN
Bulgaria,Europe,Eastern Europe,1965,71.35,2.17,8206564,19100,39.4,NA,4.1,1000,>35%,110879,0.1759756130556733,BGR
Burkina Faso,Africa,Western Africa,1965,37.8,6.45,5174869,690321892.2,153,NA,3.4,0,>0%,274200,0.055696571845368345,BFA
Burundi,Africa,Eastern Africa,1965,41.95,7.18,3079034,369224405.1,143.6,NA,5.8,0,>0%,27830,0.4427596119295724,BDI
Cambodia,Asia,South-Eastern Asia,1965,43.45,6.87,6467196,3500,NA,NA,2.6,0,>5%,181035,0.2188416604523987,KHM
Cameroon,Africa,Middle Africa,1965,46.13,5.95,5987671,3146047697,152.2,NA,3.2,80830,>5%,475440,0.10800521622076392,CMR
Canada,Americas,Northern America,1965,71.74,3.15,19693538,222038801086,23.1,NA,5.4,3890000,>60%,9984670,0.10439002991586102,CAN
Cape Verde,Africa,Western Africa,1965,51,6.99,231427,6500,NA,NA,5,0,>35%,4033,0.33473840813290356,CPV
Central African Republic,Africa,Middle Africa,1965,39.92,5.94,1648830,553164890.8,151.7,NA,1.2,0,>0%,622984,0.032549792611046194,CAF
Chad,Africa,Middle Africa,1965,43.01,6.34,3310921,773471780.2,NA,NA,2.3,103400,>0%,1284000,0.03115264797507788,TCD
Chile,Americas,South America,1965,59.03,5,8612074,16868577798,96.5,NA,4.5,6666,>60%,756102,0.10284855746975938,CHL
China,Asia,Eastern Asia,1965,54.28,6.02,706590947,71616855292,81,NA,NA,4189000,>35%,9596960,0.4278841424784515,CHN
Colombia,Americas,South America,1965,60.7,6.56,19144220,23858682287,80.9,NA,4.4,989900,>35%,1138910,0.1241309673284105,COL
Comoros,Africa,Eastern Africa,1965,46.18,7,205412,1500,NA,NA,7.6,0,>5%,2235,0.39373601789709173,COM
"Congo, Dem. Rep.",Africa,Middle Africa,1965,45.77,6.09,17369859,5592838673,NA,NA,2.5,20000,>0%,2344858,0.06546110681329104,COD
"Congo, Rep.",Africa,Middle Africa,1965,51.02,6.1,1157905,737370784,99.7,NA,6.2,250000,>0%,342000,0.05055263157894737,COG
Costa Rica,Americas,Central America,1965,64.8,6.63,1589625,3079354166,68.8,NA,6.3,0,>35%,51100,0.7635616438356164,CRI
Cote d'Ivoire,Africa,Western Africa,1965,41.51,7.7,4219739,2908985592,183.3,NA,4.6,36000,>0%,322463,0.25428033603855327,CIV
